title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url,opening_weekend,opening_theaters,budget,mpaa_rating,runtime_min,distributor,title_norm,rt_slug,wayback_timestamp,rt_score_prerelease,rt_reviews_prerelease,rt_audience_prerelease,rt_score_final,rt_reviews_final,rt_audience_final,release_dt,release_month,release_dow,release_year,is_holiday_weekend,is_summer,is_awards_season,is_spring_break,is_sequel,distributor_group,mpaa_ordinal,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Musical,genre_Romance,genre_Sci-Fi,genre_Thriller,primary_genre,budget_known,log_budget,rt_score_delta,log_rt_reviews_release,log_opening_weekend,log_total_gross,dist_A24,dist_Amazon,dist_Disney,dist_Lionsgate,dist_Netflix,dist_Other,dist_Paramount,dist_Sony,dist_Universal,dist_WB,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0,month_12.0
Love Hurts,2025,2025-02-07,15683090.0,3055.0,Action Comedy Romance,,https://www.boxofficemojo.com/release/rl1868267521/?ref_=bo_yld_table_97,5800440.0,3055.0,,R,83.0,Universal Pictures,love hurts,love_hurts,,,,,17.0,4.0,17.0,2025-02-07,2.0,4.0,2025.0,0,0,0,0,0,Universal,4,1,0,0,1,0,0,0,0,0,0,1,0,0,Action Comedy Romance,0,0.0,,0.0,15.573444507108931,16.568093683560992,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
The Brutalist,2025,Dec 20,16279129.0,1612.0,Drama,,https://www.boxofficemojo.com/release/rl856522753/?ref_=bo_yld_table_98,266791.0,6.0,,R,216.0,A24,the brutalist,the_brutalist,,,,,93.0,337.0,79.0,,,,2025.0,0,0,0,0,0,A24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama,0,0.0,,0.0,12.49422460756655,16.60539447730727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Roses,2025,2025-08-29,15298844.0,2700.0,Comedy,,https://www.boxofficemojo.com/release/rl2537062401/?ref_=bo_yld_table_99,6265264.0,2700.0,,R,105.0,Searchlight Pictures,the roses,the_roses,,,,,64.0,195.0,79.0,2025-08-29,8.0,4.0,2025.0,0,1,0,0,0,Disney,4,0,0,0,1,0,0,0,0,0,0,0,0,0,Comedy,0,0.0,,0.0,15.65053144390139,16.543287893317057,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Last Rodeo,2025,2025-05-23,15201659.0,2205.0,Drama,,https://www.boxofficemojo.com/release/rl1523089409/?ref_=bo_yld_table_100,5426885.0,2205.0,,PG,116.0,Angel,the last rodeo,the_last_rodeo,,,,,68.0,38.0,94.0,2025-05-23,5.0,4.0,2025.0,1,1,0,0,0,Other,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama,0,0.0,,0.0,15.506876046744203,16.536915190379784,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Strangers: Chapter 2,2025,2025-09-26,15153346.0,2690.0,Horror Mystery,,https://www.boxofficemojo.com/release/rl825786369/?ref_=bo_yld_table_101,5806192.0,2690.0,,R,98.0,Lionsgate,the strangers chapter 2,the_strangers_chapter_2,20250924231753.0,,,,15.0,74.0,54.0,2025-09-26,9.0,4.0,2025.0,0,0,0,0,1,Lionsgate,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Horror Mystery,0,0.0,,0.0,15.574435664488563,16.533731989611926,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nuremberg,2025,2025-11-07,14524692.0,1830.0,Biography Drama History Thriller War,,https://www.boxofficemojo.com/release/rl1139048449/?ref_=bo_yld_table_102,3883295.0,1802.0,,PG,148.0,Sony Pictures Classics,nuremberg,nuremberg_2025,20251105054640.0,,,,72.0,202.0,95.0,2025-11-07,11.0,4.0,2025.0,0,0,1,0,0,Sony,2,0,0,0,0,0,1,0,0,0,0,0,0,1,Biography Drama History Thriller War,0,0.0,,0.0,15.172194835527756,16.49136072450642,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jaws,2025,2025-08-29,12819675.0,3200.0,Adventure Drama Horror Thriller,,https://www.boxofficemojo.com/release/rl1825800193/?ref_=bo_yld_table_103,8237195.0,3200.0,7000000.0,,124.0,,jaws,jaws,,,,,97.0,178.0,98.0,2025-08-29,8.0,4.0,2025.0,0,1,0,0,0,Other,3,0,1,0,0,0,1,0,0,1,0,0,0,1,Adventure Drama Horror Thriller,1,15.76142084987672,,0.0,15.924170552711308,16.36649173612651,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Chosen: Last Supper Part 2,2025,2025-04-04,12372228.0,2313.0,-,,https://www.boxofficemojo.com/release/rl3124461569/?ref_=bo_yld_table_104,6965185.0,2313.0,,,161.0,Fathom Entertainment,the chosen last supper part 2,the_chosen_last_supper_part_2,,,,,100.0,4.0,100.0,2025-04-04,4.0,4.0,2025.0,0,0,0,0,1,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0.0,,0.0,15.75643486979281,16.330964922153463,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Chosen: Last Supper Part 3,2025,2025-04-11,11742410.0,2297.0,-,,https://www.boxofficemojo.com/release/rl3174793217/?ref_=bo_yld_table_105,6049257.0,2296.0,,,188.0,Fathom Entertainment,the chosen last supper part 3,the_chosen_last_supper_part_3,,,,,98.0,11.0,98.0,2025-04-11,4.0,4.0,2025.0,0,0,0,0,1,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0.0,,0.0,15.615446177857457,16.278717717548624,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sarah's Oil,2025,2025-11-07,11675627.0,2410.0,Biography Drama History,,https://www.boxofficemojo.com/release/rl1239121921/?ref_=bo_yld_table_106,4261446.0,2410.0,,PG,103.0,Amazon MGM Studios,sarahs oil,sarahs_oil,,,,,86.0,14.0,98.0,2025-11-07,11.0,4.0,2025.0,0,0,1,0,0,Amazon,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama History,0,0.0,,0.0,15.265119331931798,16.27301415022249,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Smashing Machine,2025,2025-10-03,11411388.0,3345.0,Action Biography Drama History Sport,,https://www.boxofficemojo.com/release/rl2453307393/?ref_=bo_yld_table_107,5841662.0,3345.0,,R,123.0,A24,the smashing machine,smashing_machine_the_life_and_times_of_mark_kerr,20251001033859.0,,,,92.0,82.0,92.0,2025-10-03,10.0,4.0,2025.0,0,0,0,0,0,A24,4,1,0,0,0,0,1,0,0,0,0,0,0,0,Action Biography Drama History Sport,0,0.0,,0.0,15.58052607454187,16.25012244974901,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hamnet,2025,Nov 26,24208900.0,1996.0,Biography Drama History Romance,,https://www.boxofficemojo.com/release/rl1421901825/?ref_=bo_yld_table_108,932278.0,119.0,,PG,125.0,Focus Features,hamnet,hamnet,,,,,87.0,345.0,93.0,,,,2025.0,0,0,0,0,0,Universal,2,0,0,0,0,0,1,0,0,0,0,1,0,0,Biography Drama History Romance,0,0.0,,0.0,13.745387405092771,17.002230933418783,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Becoming Led Zeppelin,2025,Feb 7,10403353.0,1039.0,Documentary Music,,https://www.boxofficemojo.com/release/rl1362067457/?ref_=bo_yld_table_109,2578510.0,369.0,,PG,122.0,Sony Pictures Classics,becoming led zeppelin,becoming_led_zeppelin,,,,,85.0,46.0,95.0,,,,2025.0,0,0,0,0,0,Sony,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary Music,0,0.0,,0.0,14.762722658510201,16.157638812119654,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eddington,2025,2025-07-18,10223277.0,2111.0,Comedy Drama Western,,https://www.boxofficemojo.com/release/rl1111392257/?ref_=bo_yld_table_110,4404742.0,2111.0,,R,148.0,A24,eddington,eddington,20250716222945.0,,,,69.0,284.0,66.0,2025-07-18,7.0,4.0,2025.0,0,1,0,0,0,A24,4,0,0,0,1,0,1,0,0,0,0,0,0,0,Comedy Drama Western,0,0.0,,0.0,15.298192472858128,16.14017783495251,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Rental Family,2025,2025-11-21,10047429.0,1925.0,Comedy Drama,,https://www.boxofficemojo.com/release/rl3587538945/?ref_=bo_yld_table_111,3336147.0,1925.0,,PG,109.0,Searchlight Pictures,rental family,rental_family,,,,,88.0,200.0,96.0,2025-11-21,11.0,4.0,2025.0,0,0,1,0,0,Disney,2,0,0,0,1,0,1,0,0,0,0,0,0,0,Comedy Drama,0,0.0,,0.0,15.020327405985093,16.122827438374035,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Day the Earth Blew Up: A Looney Tunes Movie,2025,2025-03-14,8875344.0,2827.0,Adventure Animation Comedy Family Sci-Fi,,https://www.boxofficemojo.com/release/rl305627137/?ref_=bo_yld_table_112,3158830.0,2827.0,,PG,91.0,Ketchup Entertainment,the day the earth blew up a looney tunes movie,the_day_the_earth_blew_up_a_looney_tunes_movie,,,,,86.0,121.0,88.0,2025-03-14,3.0,4.0,2025.0,1,0,0,1,1,Other,2,0,1,1,1,0,0,1,0,0,0,0,1,0,Adventure Animation Comedy Family Sci-Fi,0,0.0,,0.0,14.96571258041077,15.998787765809645,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Sketch,2025,2025-08-06,8129808.0,2157.0,Adventure Comedy Family Fantasy,,https://www.boxofficemojo.com/release/rl3788275713/?ref_=bo_yld_table_113,2438336.0,2157.0,,PG,93.0,Angel,sketch,,,,,,,,,2025-08-06,8.0,2.0,2025.0,0,1,0,0,0,Other,2,0,1,0,1,0,0,1,1,0,0,0,0,0,Adventure Comedy Family Fantasy,0,0.0,,0.0,14.70682680752652,15.91104798801309,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Back to the Future,2025,2025-10-31,7923545.0,2290.0,Adventure Comedy Sci-Fi,,https://www.boxofficemojo.com/release/rl468746241/?ref_=bo_yld_table_114,4900380.0,2290.0,19000000.0,,116.0,Universal Pictures,back to the future,back_to_the_future,,,,,93.0,118.0,95.0,2025-10-31,10.0,4.0,2025.0,0,0,0,0,0,Universal,3,0,1,0,1,0,0,0,0,0,0,0,1,0,Adventure Comedy Sci-Fi,1,16.759949589762293,,0.0,15.404823515160125,15.885349390863388,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Gladiator II,2025,2024-11-22,172438016.0,3580.0,Adventure Drama,,https://www.boxofficemojo.com/release/rl1778156289/?ref_=bo_yld_table_115,55034715.0,3573.0,,R,148.0,Paramount Pictures,gladiator ii,gladiator_ii,20241120045915.0,,,,70.0,406.0,80.0,2024-11-22,11.0,4.0,2024.0,1,0,1,0,1,Paramount,4,0,1,0,0,0,1,0,0,0,0,0,0,0,Adventure Drama,0,0.0,,0.0,17.823474744073813,18.965548408125034,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Soul on Fire,2025,2025-10-10,7448606.0,1720.0,Biography Drama,,https://www.boxofficemojo.com/release/rl1094680577/?ref_=bo_yld_table_116,2826192.0,1720.0,,PG,112.0,Affirm Films,soul on fire,soul_on_fire,,,,,67.0,12.0,98.0,2025-10-10,10.0,4.0,2025.0,0,0,0,0,0,Other,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama,0,0.0,,0.0,14.85444113430371,15.823537593007057,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Clown in a Cornfield,2025,2025-05-09,7251799.0,2277.0,Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl605847553/?ref_=bo_yld_table_117,3648991.0,2277.0,,R,96.0,RLJ Entertainment,clown in a cornfield,clown_in_a_cornfield,,,,,74.0,156.0,57.0,2025-05-09,5.0,4.0,2025.0,0,1,0,0,0,Other,4,0,0,0,0,0,0,0,0,1,0,0,0,1,Horror Mystery Thriller,0,0.0,,0.0,15.109961523034707,15.796760271877575,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Presence,2025,2025-01-24,6900044.0,1750.0,Drama Horror Thriller,,https://www.boxofficemojo.com/release/rl4127621121/?ref_=bo_yld_table_118,3328004.0,1750.0,,R,84.0,Neon,presence,,,,,,,,,2025-01-24,1.0,4.0,2025.0,0,0,0,0,0,Other,4,0,0,0,0,0,1,0,0,1,0,0,0,1,Drama Horror Thriller,0,0.0,,0.0,15.017883583325954,15.747038491285352,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Princess Mononoke,2025,Mar 28,6851056.0,630.0,Adventure Animation Fantasy,,https://www.boxofficemojo.com/release/rl339312641/?ref_=bo_yld_table_119,3881024.0,330.0,,PG,133.0,GKIDS,princess mononoke,princess_mononoke,,,,,93.0,123.0,94.0,,,,2025.0,0,0,0,0,0,Other,2,0,1,1,0,0,0,0,1,0,0,0,0,0,Adventure Animation Fantasy,0,0.0,,0.0,15.171609851969048,15.739913504903717,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Homestead,2025,2024-12-20,20811864.0,1886.0,Action Drama Thriller,,https://www.boxofficemojo.com/release/rl2557247489/?ref_=bo_yld_table_120,6000241.0,1886.0,,PG,112.0,Angel,homestead,,,,,,,,,2024-12-20,12.0,4.0,2024.0,1,0,1,0,0,Other,2,1,0,0,0,0,1,0,0,0,0,0,0,1,Action Drama Thriller,0,0.0,,0.0,15.607310359712296,16.85103381472897,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Toy Story,2025,2025-09-12,6721383.0,2375.0,Adventure Animation Comedy Family Fantasy,,https://www.boxofficemojo.com/release/rl3856695297/?ref_=bo_yld_table_121,3447613.0,2375.0,,,81.0,Walt Disney Studios Motion Pictures,toy story,toy_story,20250909100319.0,,,,100.0,161.0,92.0,2025-09-12,9.0,4.0,2025.0,0,0,0,0,0,Disney,3,0,1,1,1,0,0,1,1,0,0,0,0,0,Adventure Animation Comedy Family Fantasy,0,0.0,,0.0,15.053192955543052,15.720804643675004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
The Life of Chuck,2025,Jun 6,6712600.0,1072.0,Drama Fantasy Sci-Fi,,https://www.boxofficemojo.com/release/rl4207640577/?ref_=bo_yld_table_122,224585.0,16.0,,R,111.0,Neon,the life of chuck,the_life_of_chuck,,,,,80.0,296.0,88.0,,,,2025.0,0,0,0,0,0,Other,4,0,0,0,0,0,1,0,1,0,0,0,1,0,Drama Fantasy Sci-Fi,0,0.0,,0.0,12.322013986307185,15.719497064240993,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Big Bold Beautiful Journey,2025,2025-09-19,6671082.0,3330.0,Drama Fantasy Romance,,https://www.boxofficemojo.com/release/rl2281799681/?ref_=bo_yld_table_123,3252578.0,3330.0,,R,109.0,Sony Pictures Releasing,a big bold beautiful journey,a_big_bold_beautiful_journey,,,,,37.0,198.0,58.0,2025-09-19,9.0,4.0,2025.0,0,0,0,0,0,Sony,4,0,0,0,0,0,1,0,1,0,0,1,0,0,Drama Fantasy Romance,0,0.0,,0.0,14.99495877808228,15.713292773527009,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Good Boy,2025,2025-10-03,6624062.0,1650.0,Horror Thriller,,https://www.boxofficemojo.com/release/rl4158357505/?ref_=bo_yld_table_124,2343694.0,1650.0,,PG,72.0,IFC Films,good boy,good_boy_2025,,,,,90.0,187.0,81.0,2025-10-03,10.0,4.0,2025.0,0,0,0,0,0,Other,2,0,0,0,0,0,0,0,0,1,0,0,0,1,Horror Thriller,0,0.0,,0.0,14.667239301758844,15.70621948587157,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Last Supper,2025,2025-03-14,6564857.0,1575.0,Drama History,,https://www.boxofficemojo.com/release/rl2523137/?ref_=bo_yld_table_125,2777234.0,1575.0,,PG,114.0,Pinnacle Peak Pictures,the last supper,the_last_supper_2025,20250312095155.0,,,,80.0,249.0,80.0,2025-03-14,3.0,4.0,2025.0,1,0,0,1,0,Other,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama History,0,0.0,,0.0,14.836966386403189,15.697241435629811,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
The Unbreakable Boy,2025,2025-02-21,6443813.0,1717.0,Drama,,https://www.boxofficemojo.com/release/rl520323841/?ref_=bo_yld_table_126,2386041.0,1687.0,,PG,109.0,Lionsgate,the unbreakable boy,the_unbreakable_boy,,,,,43.0,47.0,97.0,2025-02-21,2.0,4.0,2025.0,1,0,0,0,0,Lionsgate,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama,0,0.0,,0.0,14.685146484167387,15.678631158802837,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anora,2025,2024-10-18,20474295.0,1938.0,Comedy Drama Romance,,https://www.boxofficemojo.com/release/rl779911169/?ref_=bo_yld_table_127,550503.0,6.0,,R,139.0,Neon,anora,anora,,,,,93.0,354.0,84.0,2024-10-18,10.0,4.0,2024.0,0,0,0,0,0,Other,4,0,0,0,1,0,1,0,0,0,0,1,0,0,Comedy Drama Romance,0,0.0,,0.0,13.218589501240182,16.8346808037179,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
I'm Still Here,2025,Jan 17,6233517.0,762.0,Biography Drama History,,https://www.boxofficemojo.com/release/rl505839617/?ref_=bo_yld_table_128,113706.0,5.0,,PG,137.0,Sony Pictures Classics,im still here,,,,,,,,,,,,2025.0,0,0,0,0,0,Sony,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama History,0,0.0,,0.0,11.641380243366855,15.645451418386322,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pride & Prejudice,2025,2025-04-20,6193658.0,1393.0,Drama Romance,,https://www.boxofficemojo.com/release/rl2050457601/?ref_=bo_yld_table_129,2801275.0,1393.0,,PG,129.0,Focus Features,pride  prejudice,,,,,,,,,2025-04-20,4.0,6.0,2025.0,0,0,0,0,0,Universal,2,0,0,0,0,0,1,0,0,0,0,1,0,0,Drama Romance,0,0.0,,0.0,14.845585585624928,15.639036584722433,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
The Alto Knights,2025,2025-03-21,6125566.0,2651.0,Biography Crime Drama History,,https://www.boxofficemojo.com/release/rl713917185/?ref_=bo_yld_table_130,3165349.0,2651.0,,R,123.0,Warner Bros.,the alto knights,the_alto_knights,,,,,39.0,142.0,71.0,2025-03-21,3.0,4.0,2025.0,1,0,0,1,0,WB,4,0,0,0,0,1,1,0,0,0,0,0,0,0,Biography Crime Drama History,0,0.0,,0.0,14.967774191964564,15.627981881539165,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Truth & Treason,2025,2025-10-17,6044364.0,2106.0,Drama History Thriller,,https://www.boxofficemojo.com/release/rl1205829633/?ref_=bo_yld_table_131,2627740.0,2106.0,,PG,121.0,Angel,truth  treason,truth_and_treason,,,,,85.0,27.0,96.0,2025-10-17,10.0,4.0,2025.0,0,0,0,0,0,Other,2,0,0,0,0,0,1,0,0,0,0,0,0,1,Drama History Thriller,0,0.0,,0.0,14.781635099696384,15.614636991021223,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kill Bill: The Whole Bloody Affair,2025,2025-12-05,6002538.0,1204.0,Action Crime Thriller,,https://www.boxofficemojo.com/release/rl3018555393/?ref_=bo_yld_table_132,3429889.0,1198.0,,,253.0,Lionsgate,kill bill the whole bloody affair,kill_bill_the_whole_bloody_affair,,,,,100.0,35.0,99.0,2025-12-05,12.0,4.0,2025.0,0,0,1,0,1,Lionsgate,3,1,0,0,0,1,0,0,0,0,0,0,0,1,Action Crime Thriller,0,0.0,,0.0,15.048038748657024,15.607693104349233,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Honey Don't!,2025,2025-08-22,5810510.0,1338.0,Comedy Crime Mystery Thriller,,https://www.boxofficemojo.com/release/rl1589673985/?ref_=bo_yld_table_133,3025525.0,1317.0,,R,89.0,Focus Features,honey dont,honey_dont,20250821024339.0,,,,45.0,178.0,39.0,2025-08-22,8.0,4.0,2025.0,0,1,0,0,0,Universal,4,0,0,0,1,1,0,0,0,0,0,0,0,1,Comedy Crime Mystery Thriller,0,0.0,,0.0,14.922595518628478,15.575179076767789,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Dan Da Dan: Evil Eye,2025,2025-06-06,5637078.0,1085.0,Action Animation Sci-Fi,,https://www.boxofficemojo.com/release/rl2168094721/?ref_=bo_yld_table_134,3198481.0,1085.0,,R,93.0,GKIDS,dan da dan evil eye,dan_da_dan_evil_eye,,,,,96.0,207.0,96.0,2025-06-06,6.0,4.0,2025.0,0,1,0,0,1,Other,4,1,0,1,0,0,0,0,0,0,0,0,1,0,Action Animation Sci-Fi,0,0.0,,0.0,14.978186880218539,15.544876581512254,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Die My Love,2025,2025-11-07,5515263.0,1983.0,Drama Thriller,,https://www.boxofficemojo.com/release/rl955351041/?ref_=bo_yld_table_135,2614660.0,1983.0,,R,119.0,MUBI,die my love,die_my_love_2025,,,,,75.0,267.0,46.0,2025-11-07,11.0,4.0,2025.0,0,0,1,0,0,Other,4,0,0,0,0,0,1,0,0,0,0,0,0,1,Drama Thriller,0,0.0,,0.0,14.776645010366314,15.523030078970997,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The Senior,2025,2025-09-19,5295949.0,2405.0,Biography Drama Sport,,https://www.boxofficemojo.com/release/rl1691713537/?ref_=bo_yld_table_136,2628666.0,2405.0,,PG,99.0,Angel,the senior,the_senior,,,,,79.0,29.0,93.0,2025-09-19,9.0,4.0,2025.0,0,0,0,0,0,Other,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama Sport,0,0.0,,0.0,14.781987431558592,15.482452935466801,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Hurry Up Tomorrow,2025,2025-05-16,5215357.0,2020.0,Thriller,,https://www.boxofficemojo.com/release/rl1327726593/?ref_=bo_yld_table_137,3312692.0,2020.0,,R,105.0,Lionsgate,hurry up tomorrow,hurry_up_tomorrow,,,,,14.0,90.0,60.0,2025-05-16,5.0,4.0,2025.0,0,1,0,0,0,Lionsgate,4,0,0,0,0,0,0,0,0,0,0,0,0,1,Thriller,0,0.0,,0.0,15.013272011730269,15.467118292191229,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Light of the World,2025,2025-09-05,5213377.0,2075.0,Animation Drama Family,,https://www.boxofficemojo.com/release/rl3206709249/?ref_=bo_yld_table_138,2401374.0,2075.0,,PG,91.0,Salvation Poem Project,light of the world,light_of_the_world,,,,,80.0,15.0,97.0,2025-09-05,9.0,4.0,2025.0,1,0,0,0,0,Other,2,0,0,1,0,0,1,1,0,0,0,0,0,0,Animation Drama Family,0,0.0,,0.0,14.691552047930744,15.466738572151563,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
The Last Showgirl,2025,Dec 13,4799804.0,946.0,Drama,,https://www.boxofficemojo.com/release/rl3491856385/?ref_=bo_yld_table_139,77589.0,1.0,,R,88.0,Roadside Attractions,the last showgirl,the_last_showgirl,,,,,83.0,237.0,72.0,,,,2025.0,0,0,0,0,0,Other,4,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama,0,0.0,,0.0,11.259193831887995,15.384085850052902,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stitch Head,2025,2025-10-29,4562943.0,2162.0,Animation Comedy Family Fantasy Horror,,https://www.boxofficemojo.com/release/rl1859813377/?ref_=bo_yld_table_140,2017601.0,2162.0,,PG,92.0,Briarcliff Entertainment,stitch head,stitch_head,20251030213625.0,,,,69.0,35.0,66.0,2025-10-29,10.0,2.0,2025.0,0,0,0,0,0,Other,2,0,0,1,1,0,0,1,1,1,0,0,0,0,Animation Comedy Family Fantasy Horror,0,0.0,,0.0,14.517420235469066,15.333478587206573,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sisu: Road to Revenge,2025,2025-11-21,4544481.0,2222.0,Action Thriller War,,https://www.boxofficemojo.com/release/rl2277539841/?ref_=bo_yld_table_141,2408490.0,2222.0,,R,89.0,Sony Pictures Releasing,sisu road to revenge,sisu_road_to_revenge,,,,,93.0,100.0,87.0,2025-11-21,11.0,4.0,2025.0,0,0,1,0,1,Sony,4,1,0,0,0,0,0,0,0,0,0,0,0,1,Action Thriller War,0,0.0,,0.0,14.69451096827981,15.329424307701343,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Brave the Dark,2025,2025-01-24,4525443.0,2230.0,Drama,,https://www.boxofficemojo.com/release/rl1730707457/?ref_=bo_yld_table_142,2288135.0,2230.0,,PG,112.0,Angel,brave the dark,brave_the_dark,,,,,73.0,41.0,94.0,2025-01-24,1.0,4.0,2025.0,0,0,0,0,0,Other,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama,0,0.0,,0.0,14.643248070274746,15.325226251849521,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Shelby Oaks,2025,2025-10-24,4500051.0,1823.0,Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl2482077697/?ref_=bo_yld_table_143,2346918.0,1823.0,,R,91.0,Neon,shelby oaks,shelby_oaks,,,,,55.0,129.0,53.0,2025-10-24,10.0,4.0,2025.0,0,0,0,0,0,Other,4,0,0,0,0,0,0,0,0,1,0,0,0,1,Horror Mystery Thriller,0,0.0,,0.0,14.668613962094442,15.319599510229338,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Avatar: The Way of Water,2025,2025-10-03,4383734.0,2140.0,Action Adventure Animation Fantasy Sci-Fi,,https://www.boxofficemojo.com/release/rl315129857/?ref_=bo_yld_table_144,3222425.0,2140.0,460000000.0,PG,192.0,Walt Disney Studios Motion Pictures,avatar the way of water,avatar_the_way_of_water,,,,,76.0,454.0,92.0,2025-10-03,10.0,4.0,2025.0,0,0,0,0,1,Disney,2,1,1,1,0,0,0,0,1,0,0,0,1,0,Action Adventure Animation Fantasy Sci-Fi,1,19.946737049621326,,0.0,14.985645049994188,15.293411658702698,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
