title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url,opening_weekend,opening_theaters,budget,mpaa_rating,runtime_min,distributor,title_norm,rt_slug,wayback_timestamp,rt_score_prerelease,rt_reviews_prerelease,rt_audience_prerelease,rt_score_final,rt_reviews_final,rt_audience_final,release_dt,release_month,release_dow,release_year,is_holiday_weekend,is_summer,is_awards_season,is_spring_break,is_sequel,distributor_group,mpaa_ordinal,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Musical,genre_Romance,genre_Sci-Fi,genre_Thriller,primary_genre,budget_known,log_budget,rt_score_delta,log_rt_reviews_release,log_opening_weekend,log_total_gross,dist_A24,dist_Amazon,dist_Disney,dist_Lionsgate,dist_Netflix,dist_Other,dist_Paramount,dist_Sony,dist_Universal,dist_WB,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0,month_12.0
Tom & Jerry,2021,2021-02-26,46536687.0,2563.0,Adventure Animation Comedy Family Fantasy,,https://www.boxofficemojo.com/release/rl2399766017/?ref_=bo_yld_table_29,14112629.0,2475.0,,PG,101.0,Warner Bros.,tom  jerry,tom_and_jerry,,,,,29.0,130.0,82.0,2021-02-26,2.0,4.0,2021.0,0,0,0,0,0,WB,2,0,1,1,1,0,0,1,1,0,0,0,0,0,Adventure Animation Comedy Family Fantasy,0,0.0,,0.0,16.46258069908939,17.6557515487165,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
The Forever Purge,2021,2021-07-02,44539245.0,3058.0,Action Crime Drama Horror Thriller Western,,https://www.boxofficemojo.com/release/rl84444673/?ref_=bo_yld_table_30,12551220.0,3051.0,,R,103.0,Universal Pictures,the forever purge,the_forever_purge,20210701162141.0,,,,48.0,160.0,78.0,2021-07-02,7.0,4.0,2021.0,1,1,0,0,0,Universal,4,1,0,0,0,1,1,0,0,1,0,0,0,1,Action Crime Drama Horror Thriller Western,0,0.0,,0.0,16.345328509646272,17.611881291046704,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Peter Rabbit 2: The Runaway,2021,2021-06-11,40501717.0,3346.0,Adventure Animation Comedy Drama Family Fantasy,,https://www.boxofficemojo.com/release/rl2869200385/?ref_=bo_yld_table_31,10101066.0,3346.0,,PG,93.0,Sony Pictures Releasing,peter rabbit 2 the runaway,peter_rabbit_2_the_runaway,,,,,68.0,75.0,89.0,2021-06-11,6.0,4.0,2021.0,0,1,0,0,1,Sony,2,0,1,1,1,0,1,1,1,0,0,0,0,0,Adventure Animation Comedy Drama Family Fantasy,0,0.0,,0.0,16.128151619795958,17.516854950930163,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PAW Patrol: The Movie,2021,2021-08-20,40127371.0,3189.0,Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,,https://www.boxofficemojo.com/release/rl1757315585/?ref_=bo_yld_table_32,13148340.0,3184.0,,G,86.0,Paramount Pictures,paw patrol the movie,paw_patrol_the_movie,20210819223716.0,,,,82.0,50.0,97.0,2021-08-20,8.0,4.0,2021.0,0,1,0,0,1,Paramount,1,1,1,1,1,1,0,1,1,0,0,0,1,0,Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,0,0.0,,0.0,16.391806148933426,17.50756925293201,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Hitman's Wife's Bodyguard,2021,2021-06-16,38014727.0,3361.0,Action Adventure Comedy Crime Drama Romance Thriller,,https://www.boxofficemojo.com/release/rl2544534017/?ref_=bo_yld_table_33,11397820.0,3331.0,,R,100.0,Lionsgate,hitmans wifes bodyguard,,,,,,,,,2021-06-16,6.0,2.0,2021.0,0,1,0,0,0,Lionsgate,4,1,1,0,1,1,1,0,0,0,0,1,0,1,Action Adventure Comedy Crime Drama Romance Thriller,0,0.0,,0.0,16.248932754744203,17.45348422154871,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Mortal Kombat,2021,2021-04-23,42326031.0,3114.0,Action Adventure Fantasy Sci-Fi Thriller,,https://www.boxofficemojo.com/release/rl1862829569/?ref_=bo_yld_table_34,23302503.0,3073.0,,R,110.0,Warner Bros.,mortal kombat,mortal_kombat,,,,,44.0,77.0,58.0,2021-04-23,4.0,4.0,2021.0,0,0,0,0,0,WB,4,1,1,0,0,0,0,0,1,0,0,0,1,1,Action Adventure Fantasy Sci-Fi Thriller,0,0.0,,0.0,16.964071380572836,17.560912868438727,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Don't Breathe 2,2021,2021-08-13,32712950.0,3005.0,Action Crime Horror Thriller,,https://www.boxofficemojo.com/release/rl1180271361/?ref_=bo_yld_table_35,10622473.0,3005.0,,R,98.0,Screen Gems,dont breathe 2,dont_breathe_2,,,,,43.0,81.0,85.0,2021-08-13,8.0,4.0,2021.0,0,1,0,0,1,Other,4,1,0,0,0,1,0,0,0,1,0,0,0,1,Action Crime Horror Thriller,0,0.0,,0.0,16.17848250333337,17.303281612504257,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
In the Heights,2021,2021-06-11,29975167.0,3509.0,Drama Musical Romance,,https://www.boxofficemojo.com/release/rl3674506753/?ref_=bo_yld_table_36,11504710.0,3456.0,,PG,143.0,Warner Bros.,in the heights,in_the_heights_2021,20210610180929.0,,,,94.0,373.0,94.0,2021-06-11,6.0,4.0,2021.0,0,1,0,0,0,WB,2,0,0,0,0,0,1,0,0,0,1,1,0,0,Drama Musical Romance,0,0.0,,0.0,16.258267161622847,17.215879863532706,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Snake Eyes,2021,2021-07-23,28264325.0,3540.0,Action Adventure Crime Fantasy Sci-Fi Thriller,,https://www.boxofficemojo.com/release/rl2114291201/?ref_=bo_yld_table_37,13367853.0,3521.0,,G,121.0,Paramount Pictures,snake eyes,snake_eyes,,,,,42.0,71.0,36.0,2021-07-23,7.0,4.0,2021.0,0,1,0,0,0,Paramount,1,1,1,0,0,1,0,0,1,0,0,0,1,1,Action Adventure Crime Fantasy Sci-Fi Thriller,0,0.0,,0.0,16.408363427593894,17.15711100206159,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
West Side Story,2021,2021-12-10,38530322.0,2820.0,Crime Drama Musical Romance,,https://www.boxofficemojo.com/release/rl319325697/?ref_=bo_yld_table_38,10574618.0,2820.0,,PG,156.0,20th Century Studios,west side story,west_side_story,,,,,92.0,115.0,84.0,2021-12-10,12.0,4.0,2021.0,0,0,1,0,0,Disney,2,0,0,0,0,1,1,0,0,0,1,1,0,0,Crime Drama Musical Romance,0,0.0,,0.0,16.173967253878786,17.466956099645323,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Matrix Resurrections,2021,2021-12-22,37686805.0,3552.0,Action Sci-Fi,,https://www.boxofficemojo.com/release/rl2175304193/?ref_=bo_yld_table_39,10749011.0,3552.0,,R,148.0,Warner Bros.,the matrix resurrections,the_matrix_resurrections,,,,,63.0,363.0,63.0,2021-12-22,12.0,2.0,2021.0,1,0,1,0,0,WB,4,1,0,0,0,0,0,0,0,0,0,0,1,0,Action Sci-Fi,0,0.0,,0.0,16.190324401337495,17.44482061768843,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Wrath of Man,2021,2021-05-07,27466489.0,3007.0,Action Crime Thriller,,https://www.boxofficemojo.com/release/rl2976809729/?ref_=bo_yld_table_40,8309007.0,2875.0,,R,119.0,United Artists Releasing,wrath of man,wrath_of_man,,,,,68.0,260.0,90.0,2021-05-07,5.0,4.0,2021.0,0,1,0,0,0,Other,4,1,0,0,0,1,0,0,0,0,0,0,0,1,Action Crime Thriller,0,0.0,,0.0,15.932850785458065,17.12847727415207,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nobody,2021,2021-03-26,27568035.0,2567.0,Action Crime Drama Thriller,,https://www.boxofficemojo.com/release/rl604276225/?ref_=bo_yld_table_41,6820100.0,2460.0,16000000.0,R,92.0,Universal Pictures,nobody,nobody_2021,,,,,83.0,287.0,94.0,2021-03-26,3.0,4.0,2021.0,0,0,0,1,0,Universal,4,1,0,0,0,1,1,0,0,0,0,0,0,1,Action Crime Drama Thriller,1,16.588099342704055,,0.0,15.73538483909415,17.132167543610866,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
The Croods: A New Age,2021,2020-11-25,58568815.0,2211.0,Adventure Animation Comedy Family Fantasy,,https://www.boxofficemojo.com/release/rl3209528833/?ref_=bo_yld_table_42,9724200.0,2211.0,,PG,95.0,Universal Pictures,the croods a new age,the_croods_a_new_age,20201125085620.0,,,,77.0,156.0,94.0,2020-11-25,11.0,2.0,2020.0,1,0,1,0,1,Universal,2,0,1,1,1,0,0,1,1,0,0,0,0,0,Adventure Animation Comedy Family Fantasy,0,0.0,,0.0,16.090128284710485,17.885712962734438,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Escape Room: Tournament of Champions,2021,2021-07-16,25314753.0,2815.0,Action Adventure Horror Mystery Sci-Fi Thriller,,https://www.boxofficemojo.com/release/rl3205072385/?ref_=bo_yld_table_43,8801391.0,2815.0,,PG,88.0,Sony Pictures Releasing,escape room tournament of champions,escape_room_tournament_of_champions,,,,,52.0,79.0,75.0,2021-07-16,7.0,4.0,2021.0,0,1,0,0,1,Sony,2,1,1,0,0,0,0,0,0,1,0,0,1,1,Action Adventure Horror Mystery Sci-Fi Thriller,0,0.0,,0.0,15.990420448757192,17.04689794578017,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Respect,2021,2021-08-13,24278399.0,3207.0,Biography Drama Music,,https://www.boxofficemojo.com/release/rl4039082497/?ref_=bo_yld_table_44,8807513.0,3207.0,,PG,145.0,,respect,respect_2021,20210812024935.0,,,,68.0,192.0,95.0,2021-08-13,8.0,4.0,2021.0,0,1,0,0,0,Other,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama Music,0,0.0,,0.0,15.991115778750624,17.00509762412589,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Wonder Woman 1984,2021,2020-12-25,46801036.0,2218.0,Action Adventure Fantasy,,https://www.boxofficemojo.com/release/rl3624109569/?ref_=bo_yld_table_45,16701957.0,2151.0,,PG,151.0,Warner Bros.,wonder woman 1984,wonder_woman_1984,20201223153114.0,,,,57.0,455.0,73.0,2020-12-25,12.0,4.0,2020.0,1,0,1,0,0,WB,2,1,1,0,0,0,0,0,1,0,0,0,0,0,Action Adventure Fantasy,0,0.0,,0.0,16.631036516023247,17.661415918762046,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Spiral,2021,2021-05-14,23216862.0,2991.0,Crime Drama Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl1745389057/?ref_=bo_yld_table_46,8750034.0,2811.0,,R,93.0,Lionsgate,spiral,spiral_from_the_book_of_saw,20210513092525.0,,,,39.0,233.0,75.0,2021-05-14,5.0,4.0,2021.0,0,1,0,0,0,Lionsgate,4,0,0,0,0,1,1,0,0,1,0,0,0,1,Crime Drama Horror Mystery Thriller,0,0.0,,0.0,15.984568258325798,16.96038942605478,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ron's Gone Wrong,2021,2021-10-22,23009270.0,3560.0,Adventure Animation Comedy Family Sci-Fi,,https://www.boxofficemojo.com/release/rl2516747777/?ref_=bo_yld_table_47,7300225.0,3560.0,,PG,107.0,20th Century Studios,rons gone wrong,rons_gone_wrong,20211019005719.0,85.0,33.0,,82.0,102.0,94.0,2021-10-22,10.0,4.0,2021.0,0,0,0,0,0,Disney,2,0,1,1,1,0,0,1,0,0,0,0,1,0,Adventure Animation Comedy Family Sci-Fi,0,0.0,-3.0,3.5263605246161616,15.803415864543512,16.951407779632223,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Spirit Untamed,2021,2021-06-04,17716215.0,3394.0,Adventure Animation Comedy Family Musical Western,,https://www.boxofficemojo.com/release/rl2450228737/?ref_=bo_yld_table_48,6101050.0,3211.0,,PG,88.0,Universal Pictures,spirit untamed,spirit_untamed,,,,,48.0,115.0,95.0,2021-06-04,6.0,4.0,2021.0,0,1,0,0,0,Universal,2,0,1,1,1,0,0,1,0,0,1,0,0,0,Adventure Animation Comedy Family Musical Western,0,0.0,,0.0,15.623971609384414,16.68999093631938,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
The Green Knight,2021,2021-07-30,17173321.0,2798.0,Adventure Drama Fantasy,,https://www.boxofficemojo.com/release/rl4222779905/?ref_=bo_yld_table_49,6790917.0,2790.0,,R,130.0,A24,the green knight,the_green_knight,20210729072815.0,,,,89.0,331.0,50.0,2021-07-30,7.0,4.0,2021.0,0,1,0,0,0,A24,4,0,1,0,0,0,1,0,1,0,0,0,0,0,Adventure Drama Fantasy,0,0.0,,0.0,15.73109668921814,16.658867691154157,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Resident Evil: Welcome to Raccoon City,2021,2021-11-24,17000612.0,2803.0,Action Horror Sci-Fi Thriller,,https://www.boxofficemojo.com/release/rl829063937/?ref_=bo_yld_table_50,5319280.0,2803.0,,R,107.0,Screen Gems,resident evil welcome to raccoon city,resident_evil_welcome_to_raccoon_city,20211125135629.0,,,,30.0,92.0,65.0,2021-11-24,11.0,2.0,2021.0,1,0,1,0,1,Other,4,1,0,0,0,0,0,0,0,1,0,0,1,1,Action Horror Sci-Fi Thriller,0,0.0,,0.0,15.486848701808253,16.648759960193917,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
The King's Man,2021,2021-12-22,37176373.0,3180.0,Action Adventure Thriller,,https://www.boxofficemojo.com/release/rl2181531137/?ref_=bo_yld_table_51,5915542.0,3180.0,,R,131.0,20th Century Studios,the kings man,the_kings_man,,,,,41.0,183.0,80.0,2021-12-22,12.0,2.0,2021.0,1,0,1,0,0,Disney,4,1,1,0,0,0,0,0,0,0,0,0,0,1,Action Adventure Thriller,0,0.0,,0.0,15.593093851688401,17.431184009950275,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The French Dispatch,2021,2021-10-22,16124375.0,1225.0,Comedy Drama Romance,,https://www.boxofficemojo.com/release/rl1085440513/?ref_=bo_yld_table_52,1348804.0,52.0,,R,107.0,Searchlight Pictures,the french dispatch,the_french_dispatch,,,,,75.0,321.0,76.0,2021-10-22,10.0,4.0,2021.0,0,0,0,0,0,Disney,4,0,0,0,1,0,1,0,0,0,0,1,0,0,Comedy Drama Romance,0,0.0,,0.0,14.114729573221672,16.59584272222292,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Marksman,2021,2021-01-15,15566093.0,2018.0,Action Drama Thriller,,https://www.boxofficemojo.com/release/rl3412361985/?ref_=bo_yld_table_53,3104204.0,1975.0,,PG,108.0,,the marksman,the_marksman_2021,,,,,38.0,109.0,83.0,2021-01-15,1.0,4.0,2021.0,1,0,0,0,0,Other,2,1,0,0,0,0,1,0,0,0,0,0,0,1,Action Drama Thriller,0,0.0,,0.0,14.948268201918882,16.560605645285754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Unholy,2021,2021-04-02,15532137.0,2057.0,Drama Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl460292865/?ref_=bo_yld_table_54,3153456.0,1850.0,,PG,99.0,Screen Gems,the unholy,the_unholy,,,,,25.0,8.0,44.0,2021-04-02,4.0,4.0,2021.0,0,0,0,0,0,Other,2,0,0,0,0,0,1,0,0,1,0,0,0,1,Drama Horror Mystery Thriller,0,0.0,,0.0,14.96400986934994,16.558421854677047,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Little Things,2021,2021-01-29,15342746.0,2206.0,Crime Drama Mystery Thriller,,https://www.boxofficemojo.com/release/rl918258177/?ref_=bo_yld_table_55,4705527.0,2171.0,,R,128.0,Warner Bros.,the little things,the_little_things_2021,,,,,45.0,267.0,67.0,2021-01-29,1.0,4.0,2021.0,0,0,0,0,0,WB,4,0,0,0,0,1,1,0,0,0,0,0,0,1,Crime Drama Mystery Thriller,0,0.0,,0.0,15.364248545746753,16.546153412187007,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Dear Evan Hansen,2021,2021-09-24,15002646.0,3364.0,Drama Musical,,https://www.boxofficemojo.com/release/rl3127608065/?ref_=bo_yld_table_56,7443830.0,3364.0,,PG,137.0,Universal Pictures,dear evan hansen,dear_evan_hansen,,,,,28.0,281.0,88.0,2021-09-24,9.0,4.0,2021.0,0,0,0,0,0,Universal,2,0,0,0,0,0,1,0,0,0,1,0,0,0,Drama Musical,0,0.0,,0.0,15.822896193638634,16.52373721016474,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
King Richard,2021,2021-11-19,15129285.0,3302.0,Biography Drama Sport,,https://www.boxofficemojo.com/release/rl1191740929/?ref_=bo_yld_table_57,5406033.0,3302.0,,PG,144.0,Warner Bros.,king richard,king_richard,20211117133234.0,,,,90.0,302.0,98.0,2021-11-19,11.0,4.0,2021.0,0,0,1,0,0,WB,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama Sport,0,0.0,,0.0,15.50302629510693,16.532142893639772,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Stillwater,2021,2021-07-30,14465535.0,2611.0,Crime Drama Mystery Thriller,,https://www.boxofficemojo.com/release/rl1863026177/?ref_=bo_yld_table_58,5188150.0,2531.0,,R,139.0,Focus Features,stillwater,,,,,,,,,2021-07-30,7.0,4.0,2021.0,0,1,0,0,0,Universal,4,0,0,0,0,1,1,0,0,0,0,0,0,1,Crime Drama Mystery Thriller,0,0.0,,0.0,15.461887929623284,16.487279550666102,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Christmas with the Chosen: The Messengers,2021,2021-12-01,13728000.0,1700.0,Music,,https://www.boxofficemojo.com/release/rl2048426753/?ref_=bo_yld_table_59,4245000.0,1700.0,,,123.0,Fathom Events,christmas with the chosen the messengers,christmas_with_the_chosen_the_messengers,,,,,96.0,1313.0,96.0,2021-12-01,12.0,2.0,2021.0,0,0,1,0,1,Other,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Music,0,0.0,,0.0,15.261252613298817,16.4349481735537,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Malignant,2021,2021-09-10,13391791.0,3501.0,Crime Horror Mystery,,https://www.boxofficemojo.com/release/rl4288512513/?ref_=bo_yld_table_60,5434620.0,3485.0,,R,111.0,Warner Bros.,malignant,malignant,,,,,40.0,2.0,40.0,2021-09-10,9.0,4.0,2021.0,0,0,0,0,0,WB,4,0,0,0,0,1,0,0,0,1,0,0,0,0,Crime Horror Mystery,0,0.0,,0.0,15.508300342895302,16.410152539930085,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Chaos Walking,2021,2021-03-05,13287908.0,2132.0,Action Adventure Drama Fantasy Sci-Fi Western,,https://www.boxofficemojo.com/release/rl157647617/?ref_=bo_yld_table_61,3775350.0,1980.0,,PG,109.0,Lionsgate,chaos walking,chaos_walking,,,,,21.0,155.0,71.0,2021-03-05,3.0,4.0,2021.0,0,0,0,1,0,Lionsgate,2,1,1,0,0,0,1,0,1,0,0,0,1,0,Action Adventure Drama Fantasy Sci-Fi Western,0,0.0,,0.0,15.144003916475327,16.402365081967652,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
My Hero Academia: World Heroes' Mission,2021,2021-10-29,12271658.0,1585.0,Action Adventure Animation Sci-Fi,,https://www.boxofficemojo.com/release/rl1494057729/?ref_=bo_yld_table_62,6255779.0,1585.0,,PG,101.0,FUNimation Entertainment,my hero academia world heroes mission,my_hero_academia_world_heroes_mission,20211028224703.0,,,,87.0,30.0,95.0,2021-10-29,10.0,4.0,2021.0,0,0,0,0,1,Other,2,1,1,1,0,0,0,0,0,0,0,0,1,0,Action Adventure Animation Sci-Fi,0,0.0,,0.0,15.649016394348529,16.3228030153713,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
American Underdog,2021,2021-12-25,26514814.0,2813.0,Biography Drama Romance Sport,,https://www.boxofficemojo.com/release/rl1035239937/?ref_=bo_yld_table_63,5861836.0,2813.0,,PG,112.0,Lionsgate,american underdog,american_underdog,,,,,75.0,69.0,98.0,2021-12-25,12.0,5.0,2021.0,1,0,1,0,0,Lionsgate,2,0,0,0,0,0,1,0,0,0,0,1,0,0,Biography Drama Romance Sport,0,0.0,,0.0,15.58397359365689,17.0932141913463,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Last Duel,2021,2021-10-15,10853945.0,3065.0,Drama History Thriller,,https://www.boxofficemojo.com/release/rl3819143681/?ref_=bo_yld_table_64,4759151.0,3065.0,,R,152.0,20th Century Studios,the last duel,the_last_duel_2021,20211014044942.0,,,,85.0,293.0,81.0,2021-10-15,10.0,4.0,2021.0,0,0,0,0,0,Disney,4,0,0,0,0,0,1,0,0,0,0,0,0,1,Drama History Thriller,0,0.0,,0.0,15.375580059076277,16.200039258468735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Antlers,2021,2021-10-29,10619670.0,2800.0,Drama Horror Mystery,,https://www.boxofficemojo.com/release/rl3483599361/?ref_=bo_yld_table_65,4271346.0,2800.0,,R,99.0,Searchlight Pictures,antlers,antlers,,,,,59.0,179.0,67.0,2021-10-29,10.0,4.0,2021.0,0,0,0,0,0,Disney,4,0,0,0,0,0,1,0,0,1,0,0,0,0,Drama Horror Mystery,0,0.0,,0.0,15.267439792133285,16.17821859401383,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cry Macho,2021,2021-09-17,10310734.0,4022.0,Drama,,https://www.boxofficemojo.com/release/rl477004545/?ref_=bo_yld_table_66,4426161.0,3967.0,,PG,104.0,Warner Bros.,cry macho,cry_macho,20210916202113.0,,,,57.0,177.0,64.0,2021-09-17,9.0,4.0,2021.0,0,0,0,0,0,WB,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama,0,0.0,,0.0,15.303043400821174,16.14869614346183,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Monster Hunter,2021,2020-12-18,15162470.0,1817.0,Action Adventure Animation Fantasy,,https://www.boxofficemojo.com/release/rl1862895105/?ref_=bo_yld_table_67,2201269.0,1736.0,,PG,103.0,Screen Gems,monster hunter,monster_hunter,,,,,45.0,98.0,70.0,2020-12-18,12.0,4.0,2020.0,0,0,1,0,0,Other,2,1,1,1,0,0,0,0,1,0,0,0,0,0,Action Adventure Animation Fantasy,0,0.0,,0.0,14.604545024498012,16.534333919619257,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Last Night in Soho,2021,2021-10-29,10127625.0,3016.0,Drama Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl839616001/?ref_=bo_yld_table_68,4178460.0,3016.0,,R,116.0,Focus Features,last night in soho,last_night_in_soho,,,,,75.0,349.0,89.0,2021-10-29,10.0,4.0,2021.0,0,0,0,0,0,Universal,4,0,0,0,0,0,1,0,0,1,0,0,0,1,Drama Horror Mystery Thriller,0,0.0,,0.0,15.24545355488719,16.13077749535409,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
News of the World,2021,2020-12-25,12668325.0,1986.0,Action Adventure Drama Western,,https://www.boxofficemojo.com/release/rl3054208513/?ref_=bo_yld_table_69,2250430.0,1900.0,,PG,118.0,Universal Pictures,news of the world,news_of_the_world,,,,,88.0,270.0,89.0,2020-12-25,12.0,4.0,2020.0,1,0,1,0,0,Universal,2,1,1,0,0,0,1,0,0,0,0,0,0,0,Action Adventure Drama Western,0,0.0,,0.0,14.626632311391736,16.354615420442798,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
The Many Saints of Newark,2021,2021-10-01,8237403.0,3181.0,Crime Drama,,https://www.boxofficemojo.com/release/rl2164884993/?ref_=bo_yld_table_70,4651571.0,3181.0,,R,,Warner Bros.,the many saints of newark,the_many_saints_of_newark,20210930003458.0,,,,72.0,229.0,59.0,2021-10-01,10.0,4.0,2021.0,0,0,0,0,0,WB,4,0,0,0,0,1,1,0,0,0,0,0,0,0,Crime Drama,0,0.0,,0.0,15.352715784948735,15.924195803703746,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
The Protégé,2021,2021-08-20,7446823.0,2577.0,Action Adventure Crime Drama Thriller,,https://www.boxofficemojo.com/release/rl1555988993/?ref_=bo_yld_table_71,2908221.0,2577.0,,R,109.0,Lionsgate,the protg,,,,,,,,,2021-08-20,8.0,4.0,2021.0,0,1,0,0,0,Lionsgate,4,1,1,0,0,1,1,0,0,0,0,0,0,1,Action Adventure Crime Drama Thriller,0,0.0,,0.0,14.883052455849635,15.823298190735512,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Night House,2021,2021-08-20,7100581.0,2240.0,Horror Mystery Thriller,,https://www.boxofficemojo.com/release/rl1550353153/?ref_=bo_yld_table_72,2859409.0,2240.0,,R,107.0,Searchlight Pictures,the night house,the_night_house,20210819203741.0,,,,88.0,209.0,69.0,2021-08-20,8.0,4.0,2021.0,0,1,0,0,0,Disney,4,0,0,0,0,0,0,0,0,1,0,0,0,1,Horror Mystery Thriller,0,0.0,,0.0,14.866125867808268,15.775687310483022,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Spencer,2021,2021-11-05,7086632.0,1265.0,Biography Drama,,https://www.boxofficemojo.com/release/rl2065335041/?ref_=bo_yld_table_73,2104767.0,996.0,,R,117.0,Neon,spencer,spencer,,,,,21.0,10.0,21.0,2021-11-05,11.0,4.0,2021.0,0,0,1,0,0,Other,4,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama,0,0.0,,0.0,14.559715805247912,15.77372089149313,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Belfast,2021,2021-11-12,9250870.0,1255.0,Biography Drama,,https://www.boxofficemojo.com/release/rl4000285441/?ref_=bo_yld_table_74,1779410.0,580.0,,PG,98.0,Focus Features,belfast,belfast,,,,,86.0,330.0,92.0,2021-11-12,11.0,4.0,2021.0,0,0,1,0,0,Universal,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Biography Drama,0,0.0,,0.0,14.39179296863275,16.040228267217792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
