title,opening_date,thu_preview,fri,sat,sun,weekend_total,fri_sat_sun_total,fri_to_weekend_mult,fri_sat_sun_mult,sat_to_sun_ratio,opening_theaters
100 Meters,2025-10-10,,207.0,265.0,61659.0,62131.0,62131.0,300.1498,300.1498,232.6755,1.0
100 Nights of Hero,2025-12-05,,192245.0,29995.0,28461.0,250701.0,250701.0,1.3041,1.3041,0.9489,828.0
1982,2022-06-10,,1304.0,2151.0,1445.0,4900.0,4900.0,3.7577,3.7577,0.6718,1.0
1992,2024-08-30,,461069.0,481377.0,476459.0,1418905.0,1418905.0,3.0774,3.0774,0.9898,875.0
2 Hearts,2020-10-16,,196029.0,209494.0,117414.0,522937.0,522937.0,2.6677,2.6677,0.5605,1683.0
2000 Mules,2022-05-20,,299415.0,255189.0,197151.0,751755.0,751755.0,2.5107,2.5107,0.7726,415.0
2026 Oscar Shorts,2026-02-20,,259544.0,420889.0,314480.0,994913.0,994913.0,3.8333,3.8333,0.7472,356.0
2073,2024-12-27,,3998.0,617.0,463.0,5078.0,5078.0,1.2701,1.2701,0.7504,2.0
28 Years Later,2025-06-20,,14473891.0,9138067.0,6391008.0,30002966.0,30002966.0,2.0729,2.0729,0.6994,3444.0
28 Years Later: The Bone Temple,2026-01-16,,5596864.0,3913350.0,3011113.0,12521327.0,12521327.0,2.2372,2.2372,0.7694,3506.0
2nd Chance,2022-12-02,,1273.0,3163.0,831.0,5267.0,5267.0,4.1375,4.1375,0.2627,5.0
50 km/h,2024-07-19,,84.0,175.0,52.0,311.0,311.0,3.7024,3.7024,0.2971,10.0
65,2023-03-10,,4446084.0,4777479.0,3104798.0,12328361.0,12328361.0,2.7729,2.7729,0.6499,3405.0
80 for Brady,2023-02-03,,4625369.0,4480357.0,3595914.0,12701640.0,12701640.0,2.7461,2.7461,0.8026,3912.0
A Banquet,2022-02-18,,729.0,977.0,935.0,2641.0,2641.0,3.6228,3.6228,0.957,33.0
A Big Bold Beautiful Journey,2025-09-19,,1371945.0,1165242.0,715391.0,3252578.0,3252578.0,2.3708,2.3708,0.6139,3330.0
A Call to Spy,2020-10-02,,15015.0,13063.0,7020.0,35098.0,35098.0,2.3375,2.3375,0.5374,75.0
A Chiara,2022-05-27,,1227.0,1973.0,1177.0,4377.0,4377.0,3.5672,3.5672,0.5966,2.0
A Complete Unknown,2024-12-25,,7201242.0,4372801.0,3941204.0,15515247.0,15515247.0,2.1545,2.1545,0.9013,2835.0
A Different Man,2024-09-20,,21428.0,19504.0,8534.0,49466.0,49466.0,2.3085,2.3085,0.4376,4.0
A Father’s Heart,2023-05-01,,351457.0,96455.0,,447912.0,447912.0,1.2744,1.2744,,741.0
A Fragile Flower,2024-03-29,,38000.0,17500.0,28000.0,83500.0,83500.0,2.1974,2.1974,1.6,55.0
A Good Person,2023-03-24,,281207.0,341423.0,209377.0,832007.0,832007.0,2.9587,2.9587,0.6132,530.0
A Great Awakening,2026-04-03,,892681.0,698246.0,450401.0,2041328.0,2041328.0,2.2867,2.2867,0.645,1289.0
A Haunting in Venice,2023-09-15,,5542594.0,5394011.0,3342924.0,14279529.0,14279529.0,2.5763,2.5763,0.6197,3305.0
A Journal for Jordan,2021-12-25,,1376032.0,825854.0,363437.0,2565323.0,2565323.0,1.8643,1.8643,0.4401,2500.0
A Little Family Drama,2024-10-11,,1375.0,1725.0,1750.0,4850.0,4850.0,3.5273,3.5273,1.0145,10.0
A Little Something Extra,2026-04-17,,4859.0,6492.0,5440.0,16791.0,16791.0,3.4556,3.4556,0.838,201.0
A Love Song,2022-07-29,,6367.0,7476.0,2203.0,16046.0,16046.0,2.5202,2.5202,0.2947,4.0
A Magnificent Life,2026-03-27,,26163.0,25983.0,23495.0,75641.0,75641.0,2.8911,2.8911,0.9042,334.0
A Man Called Otto,2022-12-30,,22790.0,16509.0,16958.0,56257.0,56257.0,2.4685,2.4685,1.0272,4.0
A Mermaid in Paris,2020-10-16,,336.0,469.0,397.0,1202.0,1202.0,3.5774,3.5774,0.8465,10.0
A Minecraft Movie,2025-04-04,,57113324.0,59409839.0,46229840.0,162753003.0,162753003.0,2.8497,2.8497,0.7782,4263.0
A Mouthful of Air,2021-10-29,,46925.0,49370.0,34406.0,130701.0,130701.0,2.7853,2.7853,0.6969,816.0
A Poet,2026-01-30,,9043.0,9979.0,8732.0,27754.0,27754.0,3.0691,3.0691,0.875,2.0
A Private Life,2026-01-16,,28299.0,21659.0,16954.0,66912.0,66912.0,2.3645,2.3645,0.7828,5.0
A Quiet Place: Day One,2024-06-28,,22528071.0,17011713.0,12662711.0,52202495.0,52202495.0,2.3172,2.3172,0.7444,3708.0
A Quiet Place: Part II,2021-05-28,,19368427.0,15137669.0,13041135.0,47547231.0,47547231.0,2.4549,2.4549,0.8615,3726.0
A Real Pain,2024-11-01,,88393.0,88482.0,51981.0,228856.0,228856.0,2.5891,2.5891,0.5875,4.0
A Rescue of Little Eggs,2021-08-27,,125346.0,152966.0,149722.0,428034.0,428034.0,3.4148,3.4148,0.9788,320.0
A Thousand and One,2023-03-31,,703495.0,650335.0,441865.0,1795695.0,1795695.0,2.5525,2.5525,0.6794,926.0
A Working Man,2025-03-28,,5614213.0,5832462.0,4063637.0,15510312.0,15510312.0,2.7627,2.7627,0.6967,3262.0
ADA: My Mother the Architect,2025-05-09,,6725.0,1869.0,3203.0,11797.0,11797.0,1.7542,1.7542,1.7138,1.0
AIR,2023-04-05,,3294826.0,2453028.0,5020264.0,10768118.0,10768118.0,3.2682,3.2682,2.0466,3507.0
AUM: The Cult at the End of the World,2025-03-19,,1659.0,888.0,1567.0,4114.0,4114.0,2.4798,2.4798,1.7646,1.0
Abandoned,2022-06-17,,21149.0,23443.0,15169.0,59761.0,59761.0,2.8257,2.8257,0.6471,54.0
Abigail,2024-04-19,,4033895.0,3768955.0,2494260.0,10297110.0,10297110.0,2.5526,2.5526,0.6618,3384.0
About Fate,2022-09-09,,1767.0,2607.0,1724.0,6098.0,6098.0,3.451,3.451,0.6613,13.0
About My Father,2023-05-26,,1464923.0,1458036.0,1398189.0,4321148.0,4321148.0,2.9497,2.9497,0.959,2464.0
Abraham’s Boys: A Dracula Story,2025-07-11,,58859.0,41401.0,30782.0,131042.0,131042.0,2.2264,2.2264,0.7435,470.0
Absolution,2024-11-01,,467593.0,563206.0,350893.0,1381692.0,1381692.0,2.9549,2.9549,0.623,1500.0
Accidental Texan,2024-03-08,,50202.0,54662.0,32835.0,137699.0,137699.0,2.7429,2.7429,0.6007,134.0
Afraid,2024-08-30,,1309482.0,1225529.0,1130653.0,3665664.0,3665664.0,2.7993,2.7993,0.9226,3003.0
After Death,2023-10-27,,2203285.0,1568485.0,1280180.0,5051950.0,5051950.0,2.2929,2.2929,0.8162,2645.0
After Ever Happy,2022-09-07,,555056.0,395645.0,38387.0,989088.0,989088.0,1.782,1.782,0.097,1144.0
After We Fell,2021-09-10,,219326.0,130134.0,76997.0,426457.0,426457.0,1.9444,1.9444,0.5917,246.0
After Yang,2022-03-04,,17496.0,16320.0,13056.0,46872.0,46872.0,2.679,2.679,0.8,24.0
After the Hunt,2025-10-10,,89350.0,38359.0,30970.0,158679.0,158679.0,1.7759,1.7759,0.8074,6.0
Aftersun,2022-10-21,,22817.0,23791.0,14144.0,60752.0,60752.0,2.6626,2.6626,0.5945,4.0
Ailey,2021-07-23,,5576.0,5938.0,3577.0,15091.0,15091.0,2.7064,2.7064,0.6024,2.0
Ali and Ava,2022-07-29,,4307.0,1769.0,1760.0,7836.0,7836.0,1.8194,1.8194,0.9949,8.0
Alice,2022-03-18,,61467.0,69266.0,42881.0,173614.0,173614.0,2.8245,2.8245,0.6191,169.0
Alien: Romulus,2024-08-16,,18083803.0,13591254.0,10328304.0,42003361.0,42003361.0,2.3227,2.3227,0.7599,3885.0
Alimañas,2024-09-13,,84.0,121.0,111.0,316.0,316.0,3.7619,3.7619,0.9174,10.0
All Dirt Roads Taste of Salt,2023-11-03,,3824.0,4836.0,2467.0,11127.0,11127.0,2.9098,2.9098,0.5101,3.0
"All Light, Everywhere",2021-06-04,,1443.0,2285.0,1648.0,5376.0,5376.0,3.7256,3.7256,0.7212,2.0
All My Friends Hate Me,2022-03-11,,13350.0,13188.0,9032.0,35570.0,35570.0,2.6644,2.6644,0.6849,27.0
All My Life,2020-12-04,,141710.0,146815.0,81790.0,370315.0,370315.0,2.6132,2.6132,0.5571,970.0
All The Beauty And The Bloodshed,2022-11-23,,6757.0,2622.0,8668.0,18047.0,18047.0,2.6709,2.6709,3.3059,3.0
All You Need Is Kill,2026-01-16,,176972.0,133710.0,109560.0,420242.0,420242.0,2.3746,2.3746,0.8194,768.0
All of Us Strangers,2023-12-22,,64679.0,38548.0,14738.0,117965.0,117965.0,1.8239,1.8239,0.3823,4.0
Alpha,2026-03-27,,54693.0,38140.0,28633.0,121466.0,121466.0,2.2209,2.2209,0.7507,218.0
Altered Reality,2024-02-16,,4900.0,9800.0,5200.0,19900.0,19900.0,4.0612,4.0612,0.5306,112.0
Am I Racist?,2024-09-13,,1959873.0,1553795.0,1030395.0,4544063.0,4544063.0,2.3185,2.3185,0.6631,1517.0
Ambulance,2022-04-08,,3202075.0,3339035.0,2158520.0,8699630.0,8699630.0,2.7169,2.7169,0.6465,3412.0
American Fiction,2023-12-15,,121245.0,58819.0,44405.0,224469.0,224469.0,1.8514,1.8514,0.7549,7.0
American Skin,2021-01-15,,15587.0,18259.0,12564.0,46410.0,46410.0,2.9775,2.9775,0.6881,51.0
American Star,2024-01-26,,3290.0,3947.0,2139.0,9376.0,9376.0,2.8498,2.8498,0.5419,47.0
American Underdog: The Kurt Warner Story,2021-12-25,,4188895.0,1672941.0,1268747.0,7130583.0,7130583.0,1.7023,1.7023,0.7584,2813.0
Ammonite,2020-11-13,,29959.0,32356.0,25237.0,87552.0,87552.0,2.9224,2.9224,0.78,280.0
Among Neighbors,2025-10-10,,6354.0,,,6354.0,6354.0,1.0,1.0,,1.0
Amsterdam,2022-10-07,,2642736.0,2362478.0,1439682.0,6444896.0,6444896.0,2.4387,2.4387,0.6094,3005.0
Anaconda,2025-12-25,9053879.0,5455901.0,5231547.0,3814770.0,23556097.0,14502218.0,4.3175,2.6581,0.7292,3509.0
Anatomy of a Fall,2023-10-13,,58679.0,34698.0,24471.0,117848.0,117848.0,2.0084,2.0084,0.7053,5.0
Anemone,2025-10-03,,309820.0,224330.0,147505.0,681655.0,681655.0,2.2002,2.2002,0.6575,865.0
Angel’s Egg,2025-11-19,,394070.0,282029.0,20050.0,696149.0,696149.0,1.7666,1.7666,0.0711,424.0
Animal,2023-12-01,,2778329.0,2027029.0,1719215.0,6524573.0,6524573.0,2.3484,2.3484,0.8481,700.0
Animal Farm,2026-05-01,,1145988.0,1304466.0,850909.0,3301363.0,3301363.0,2.8808,2.8808,0.6523,2600.0
Anniversary,2025-10-29,,43910.0,40948.0,70375.0,155233.0,155233.0,3.5353,3.5353,1.7186,809.0
Anora,2024-10-18,,278032.0,140694.0,131777.0,550503.0,550503.0,1.98,1.98,0.9366,6.0
Ant-Man and the Wasp: Quantumania,2023-02-17,,46431851.0,33903657.0,25774142.0,106109650.0,106109650.0,2.2853,2.2853,0.7602,4345.0
Antlers,2021-10-29,,1701464.0,1463267.0,1106615.0,4271346.0,4271346.0,2.5104,2.5104,0.7563,2800.0
Anyone But You,2023-12-22,,3477429.0,1768089.0,754826.0,6000344.0,6000344.0,1.7255,1.7255,0.4269,3055.0
Aquaman and the Lost Kingdom,2023-12-22,,13681754.0,9003036.0,5001421.0,27686211.0,27686211.0,2.0236,2.0236,0.5555,3706.0
Arcadian,2024-04-12,,202375.0,172613.0,129949.0,504937.0,504937.0,2.4951,2.4951,0.7528,1100.0
Architecton,2025-08-01,,18511.0,22213.0,22789.0,63513.0,63513.0,3.4311,3.4311,1.0259,107.0
Archive,2020-07-10,,21412.0,20109.0,11121.0,52642.0,52642.0,2.4585,2.4585,0.553,26.0
Arco,2025-11-14,,25196.0,11151.0,8921.0,45268.0,45268.0,1.7966,1.7966,0.8,2.0
"Are You There God? It’s Me, Margaret",2023-04-28,,2247219.0,2439078.0,2052740.0,6739037.0,6739037.0,2.9988,2.9988,0.8416,3343.0
Argylle,2024-02-02,,6485575.0,6939785.0,4048180.0,17473540.0,17473540.0,2.6942,2.6942,0.5833,3605.0
Armageddon Time,2022-10-28,,35010.0,20050.0,15215.0,70275.0,70275.0,2.0073,2.0073,0.7589,6.0
Arthur the King,2024-03-15,,2994621.0,2801266.0,1838011.0,7633898.0,7633898.0,2.5492,2.5492,0.6561,3003.0
Article 370,2024-02-23,,73727.0,135671.0,117060.0,326458.0,326458.0,4.4279,4.4279,0.8628,161.0
Asedio,2023-09-29,,98.0,287.0,81.0,466.0,466.0,4.7551,4.7551,0.2822,10.0
Ash,2025-03-21,,325930.0,215698.0,147516.0,689144.0,689144.0,2.1144,2.1144,0.6839,1136.0
Asphalt City,2024-03-29,,53825.0,46057.0,33016.0,132898.0,132898.0,2.4691,2.4691,0.7169,298.0
Asteroid City,2023-06-16,,360638.0,251924.0,240820.0,853382.0,853382.0,2.3663,2.3663,0.9559,6.0
At the Gates,2023-11-03,,1964.0,1666.0,932.0,4562.0,4562.0,2.3228,2.3228,0.5594,1.0
Atropia,2025-12-12,,3927.0,2632.0,2493.0,9052.0,9052.0,2.3051,2.3051,0.9472,1.0
Attack on Titan the Movie: THE LAST ATTACK,2025-02-10,,1685917.0,340586.0,349153.0,2375656.0,2375656.0,1.4091,1.4091,1.0252,525.0
Autumn and the Black Jaguar,2025-01-17,,33000.0,46000.0,42000.0,121000.0,121000.0,3.6667,3.6667,0.913,605.0
Ava,2020-09-25,,68652.0,64499.0,37198.0,170349.0,170349.0,2.4813,2.4813,0.5767,222.0
Avatar: Fire and Ash,2025-12-19,,36486725.0,28413107.0,24261028.0,89160860.0,89160860.0,2.4437,2.4437,0.8539,3800.0
Avatar: The Way of Water,2022-12-16,,53200270.0,44327887.0,36572069.0,134100226.0,134100226.0,2.5207,2.5207,0.825,4202.0
Average Joe,2024-10-11,,450579.0,369620.0,309213.0,1129412.0,1129412.0,2.5066,2.5066,0.8366,1699.0
Azrael,2024-09-27,,130052.0,90765.0,61902.0,282719.0,282719.0,2.1739,2.1739,0.682,762.0
BTS Permission to Dance on Stage Seoul — Live Viewing,2022-03-12,,6840000.0,,,6840000.0,6840000.0,1.0,1.0,,803.0
BTS World Tour Arirang: Live Viewing,2026-04-11,,2440000.0,,,2440000.0,2440000.0,1.0,1.0,,1189.0
Baaghi 3,2020-03-06,,154415.0,213789.0,141412.0,509616.0,509616.0,3.3003,3.3003,0.6615,265.0
Baahubali: The Epic,2025-10-31,,483000.0,,,483000.0,483000.0,1.0,1.0,,448.0
Babes,2024-05-17,,67614.0,59108.0,36408.0,163130.0,163130.0,2.4127,2.4127,0.616,12.0
Babygirl,2024-12-25,,1528620.0,1319220.0,1414935.0,4262775.0,4262775.0,2.7886,2.7886,1.0726,2094.0
Babylon,2022-12-23,,1469479.0,591825.0,1542064.0,3603368.0,3603368.0,2.4521,2.4521,2.6056,3343.0
Babyteeth,2020-06-19,,881.0,1115.0,491.0,2487.0,2487.0,2.8229,2.8229,0.4404,12.0
Back to Black,2024-05-17,,1237795.0,935420.0,662505.0,2835720.0,2835720.0,2.2909,2.2909,0.7082,2010.0
Backrooms,2026-05-29,,38412634.0,24737736.0,18252054.0,81402424.0,81402424.0,2.1192,2.1192,0.7378,3442.0
Bad Boys For Life,2020-01-17,,23601382.0,21716950.0,17185773.0,62504105.0,62504105.0,2.6483,2.6483,0.7914,3775.0
Bad Boys: Ride or Die,2024-06-07,,21501365.0,19466683.0,15559276.0,56527324.0,56527324.0,2.629,2.629,0.7993,3885.0
Bade Miyan Chote Miyan,2024-04-10,,110639.0,85084.0,147413.0,343136.0,343136.0,3.1014,3.1014,1.7326,567.0
Barbarian,2022-09-09,,3843956.0,3962988.0,2737004.0,10543948.0,10543948.0,2.743,2.743,0.6906,2340.0
Barbarians,2022-04-01,,2470.0,3531.0,1537.0,7538.0,7538.0,3.0518,3.0518,0.4353,41.0
Barbie,2023-07-21,,70503178.0,47812356.0,43706510.0,162022044.0,162022044.0,2.2981,2.2981,0.9141,4243.0
Beast,2022-08-19,,4307590.0,4283855.0,2984410.0,11575855.0,11575855.0,2.6873,2.6873,0.6967,3743.0
Beau is Afraid,2023-04-14,,141091.0,100733.0,78572.0,320396.0,320396.0,2.2708,2.2708,0.78,4.0
Beba,2022-06-24,,2428.0,1905.0,529.0,4862.0,4862.0,2.0025,2.0025,0.2777,3.0
Becky,2020-06-05,,67641.0,90542.0,47614.0,205797.0,205797.0,3.0425,3.0425,0.5259,45.0
Becoming Cousteau,2021-10-22,,39491.0,43177.0,34306.0,116974.0,116974.0,2.962,2.962,0.7945,319.0
Becoming Led Zeppelin,2025-02-07,,1293696.0,987597.0,297217.0,2578510.0,2578510.0,1.9931,1.9931,0.3009,369.0
Been Here Stay Here,2025-06-20,,1906.0,1688.0,2332.0,5926.0,5926.0,3.1091,3.1091,1.3815,1.0
Beetlejuice Beetlejuice,2024-09-06,,41815736.0,41804322.0,27383287.0,111003345.0,111003345.0,2.6546,2.6546,0.655,4575.0
Before the Sunset,2023-09-29,,1908.0,1988.0,2235.0,6131.0,6131.0,3.2133,3.2133,1.1242,4.0
Belfast,2021-11-12,,653820.0,688765.0,436825.0,1779410.0,1779410.0,2.7216,2.7216,0.6342,580.0
Belle,2022-01-14,,727512.0,487974.0,350172.0,1565658.0,1565658.0,2.1521,2.1521,0.7176,1338.0
Belén,2025-11-07,,414.0,555.0,457.0,1426.0,1426.0,3.4444,3.4444,0.8234,10.0
Benedetta,2021-12-03,,52002.0,48631.0,36206.0,136839.0,136839.0,2.6314,2.6314,0.7445,201.0
Benediction,2022-05-27,,297.0,600.0,465.0,1362.0,1362.0,4.5859,4.5859,0.775,1.0
Bergman Island,2021-10-15,,16317.0,23629.0,16018.0,55964.0,55964.0,3.4298,3.4298,0.6779,115.0
Better Man,2024-12-25,,11609.0,4963.0,5034.0,21606.0,21606.0,1.8611,1.8611,1.0143,6.0
Bhool Bhulaiyaa 3,2024-11-01,,653000.0,873000.0,704000.0,2230000.0,2230000.0,3.415,3.415,0.8064,754.0
Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,2023-04-28,,1031785.0,1153567.0,740012.0,2925364.0,2925364.0,2.8352,2.8352,0.6415,3054.0
Bill & Ted Face the Music,2020-08-28,,452170.0,417113.0,255724.0,1125007.0,1125007.0,2.488,2.488,0.6131,1007.0
Billie Eilish Live at the 02 — Extended Cut,2023-01-27,,1290000.0,,,1290000.0,1290000.0,1.0,1.0,,596.0
Billie Eilish: Hit Me Hard and Soft—The Tour,2026-05-08,,4520209.0,1738220.0,752882.0,7011311.0,7011311.0,1.5511,1.5511,0.4331,2613.0
Biosphere,2023-07-07,,15148.0,10525.0,8132.0,33805.0,33805.0,2.2316,2.2316,0.7726,48.0
Bird,2024-11-08,,9431.0,11119.0,5357.0,25907.0,25907.0,2.747,2.747,0.4818,4.0
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),2020-02-07,,12964681.0,12193732.0,7851604.0,33010017.0,33010017.0,2.5461,2.5461,0.6439,4236.0
Birth/Rebirth,2023-08-18,,17996.0,17551.0,10160.0,45707.0,45707.0,2.5398,2.5398,0.5789,137.0
Black Adam,2022-10-21,,26688324.0,23712485.0,16603514.0,67004323.0,67004323.0,2.5106,2.5106,0.7002,4402.0
Black Bag,2025-03-14,,2782565.0,2940735.0,1883950.0,7607250.0,7607250.0,2.7339,2.7339,0.6406,2705.0
Black Ice,2023-07-14,,11286.0,8843.0,8122.0,28251.0,28251.0,2.5032,2.5032,0.9185,144.0
Black Panther: Wakanda Forever,2022-11-11,,84285721.0,56131051.0,40922989.0,181339761.0,181339761.0,2.1515,2.1515,0.7291,4396.0
Black Phone 2,2025-10-17,,11026005.0,9673145.0,6632890.0,27332040.0,27332040.0,2.4789,2.4789,0.6857,3411.0
Black Widow,2021-07-09,,39510446.0,23305929.0,17549937.0,80366312.0,80366312.0,2.0341,2.0341,0.753,4160.0
Blackberry,2023-05-12,,172064.0,186929.0,133152.0,492145.0,492145.0,2.8602,2.8602,0.7123,625.0
Blacklight,2022-02-11,,1235180.0,1652272.0,615023.0,3502475.0,3502475.0,2.8356,2.8356,0.3722,2772.0
Blink Twice,2024-08-23,,2900405.0,2606069.0,1795420.0,7301894.0,7301894.0,2.5175,2.5175,0.6889,3067.0
Blithe Spirit,2021-02-19,,28105.0,41489.0,18965.0,88559.0,88559.0,3.151,3.151,0.4571,239.0
Bloodshot,2020-03-13,,3801099.0,3290187.0,2085409.0,9176695.0,9176695.0,2.4142,2.4142,0.6338,2861.0
Bloody Axe Wound,2024-12-27,,20585.0,13306.0,9191.0,43082.0,43082.0,2.0929,2.0929,0.6907,237.0
Blue Bayou,2021-09-17,,121675.0,120945.0,87220.0,329840.0,329840.0,2.7108,2.7108,0.7212,477.0
Blue Beetle,2023-08-18,,10005790.0,8514055.0,6510380.0,25030225.0,25030225.0,2.5016,2.5016,0.7647,3871.0
Blue Giant,2023-10-08,,131380.0,135265.0,,266645.0,266645.0,2.0296,2.0296,,317.0
Blue Lock The Movie -Episode Nagi-,2024-06-28,,514034.0,294418.0,236564.0,1045016.0,1045016.0,2.033,2.033,0.8035,857.0
Blue Moon,2025-10-17,,22690.0,22370.0,20533.0,65593.0,65593.0,2.8908,2.8908,0.9179,5.0
Bob Marley: One Love,2024-02-14,,14009622.0,3861583.0,7471636.0,25342841.0,25342841.0,1.809,1.809,1.9349,3536.0
Bob Trevino Likes It,2025-03-21,,17114.0,24132.0,10785.0,52031.0,52031.0,3.0403,3.0403,0.4469,5.0
Bobby’s Intermission,2023-09-12,,2507.0,,,2507.0,2507.0,1.0,1.0,,1.0
Bodies Bodies Bodies,2022-08-05,,94762.0,71256.0,60635.0,226653.0,226653.0,2.3918,2.3918,0.8509,6.0
Bonded,2023-10-27,,1544.0,900.0,800.0,3244.0,3244.0,2.101,2.101,0.8889,2.0
Bone Lake,2025-10-03,,469463.0,212456.0,149258.0,831177.0,831177.0,1.7705,1.7705,0.7025,1059.0
Bones and All,2022-11-18,,57887.0,35526.0,27591.0,121004.0,121004.0,2.0903,2.0903,0.7766,5.0
Bonhoeffer: Pastor. Spy. Assassin,2024-11-22,,2642007.0,1374735.0,1031233.0,5047975.0,5047975.0,1.9107,1.9107,0.7501,1900.0
Bonjour Tristesse,2025-05-02,,25339.0,37622.0,26137.0,89098.0,89098.0,3.5162,3.5162,0.6947,228.0
Boogie,2021-03-05,,441050.0,470180.0,288935.0,1200165.0,1200165.0,2.7212,2.7212,0.6145,1252.0
Book Club: The Next Chapter,2023-05-12,,2142255.0,2021985.0,2513340.0,6677580.0,6677580.0,3.1171,3.1171,1.243,3508.0
Borderlands,2024-08-09,,3937653.0,2743126.0,1920793.0,8601572.0,8601572.0,2.1844,2.1844,0.7002,3125.0
Both Sides of the Blade,2022-07-08,,5559.0,8370.0,5263.0,19192.0,19192.0,3.4524,3.4524,0.6288,4.0
Bottoms,2023-08-25,,231195.0,154086.0,75771.0,461052.0,461052.0,1.9942,1.9942,0.4917,10.0
Boulevard,2026-05-01,,2963.0,3017.0,2701.0,8681.0,8681.0,2.9298,2.9298,0.8953,54.0
Boy Kills World,2024-04-26,,828560.0,495271.0,358694.0,1682525.0,1682525.0,2.0307,2.0307,0.7242,1993.0
Brahmastra Part 1: Shiva,2022-09-09,,1889242.0,1545941.0,1108476.0,4543659.0,4543659.0,2.405,2.405,0.717,810.0
Brahms: The Boy II,2020-02-21,,2210191.0,2334829.0,1277986.0,5823006.0,5823006.0,2.6346,2.6346,0.5474,2151.0
Brave the Dark,2025-01-24,,930479.0,899221.0,458435.0,2288135.0,2288135.0,2.4591,2.4591,0.5098,2230.0
Breaking,2022-08-26,,360925.0,368293.0,256703.0,985921.0,985921.0,2.7317,2.7317,0.697,902.0
Breakup Season,2024-11-14,2758.0,1135.0,1313.0,2212.0,7418.0,4660.0,6.5357,4.1057,1.6847,7.0
Brian and Charles,2022-06-17,,73755.0,74615.0,67850.0,216220.0,216220.0,2.9316,2.9316,0.9093,279.0
Bring Her Back,2025-05-30,,3143350.0,2263305.0,1674846.0,7081501.0,7081501.0,2.2529,2.2529,0.74,2449.0
Bring Him to Me,2024-02-23,,517.0,560.0,398.0,1475.0,1475.0,2.853,2.853,0.7107,12.0
Bring Them Down,2025-02-07,,84458.0,81839.0,36032.0,202329.0,202329.0,2.3956,2.3956,0.4403,454.0
Bring Your Own Brigade,2021-08-06,,1639.0,2628.0,4067.0,8334.0,8334.0,5.0848,5.0848,1.5476,27.0
Broker,2022-12-26,,3265.0,1884.0,14354.0,19503.0,19503.0,5.9734,5.9734,7.6189,3.0
Bros,2022-09-30,,1842830.0,1767590.0,1243705.0,4854125.0,4854125.0,2.6341,2.6341,0.7036,3350.0
Brothers After War,2025-02-28,,40825.0,22390.0,22116.0,85331.0,85331.0,2.0902,2.0902,0.9878,134.0
Buddy Games,2020-11-20,,54987.0,60465.0,35045.0,150497.0,150497.0,2.737,2.737,0.5796,401.0
Buffalo Kids,2026-02-06,,36681.0,74896.0,41362.0,152939.0,152939.0,4.1694,4.1694,0.5523,750.0
Bugonia,2025-10-24,,323711.0,215472.0,170665.0,709848.0,709848.0,2.1928,2.1928,0.7921,17.0
Bullet Train,2022-08-05,,12842371.0,9685911.0,7501874.0,30030156.0,30030156.0,2.3384,2.3384,0.7745,4357.0
Burden,2020-02-28,,5995.0,8575.0,5590.0,20160.0,20160.0,3.3628,3.3628,0.6519,5.0
Buried: The 1982 Alpine Meadows Avalanche,2022-09-23,,6865.0,6129.0,3615.0,16609.0,16609.0,2.4194,2.4194,0.5898,8.0
CHAAW: Chapter 1,2023-08-11,,1086.0,1836.0,3446.0,6368.0,6368.0,5.8637,5.8637,1.8769,6.0
COLORFUL STAGE! The Movie: A Miku Who Can’t Sing,2025-04-18,,1424687.0,793017.0,608308.0,2826012.0,2826012.0,1.9836,1.9836,0.7671,800.0
CS Lewis: The Most Reluctant Convert,2021-11-03,,1205000.0,,,1205000.0,1205000.0,1.0,1.0,,400.0
Cabrini,2024-03-08,,3091042.0,2354735.0,1722743.0,7168520.0,7168520.0,2.3191,2.3191,0.7316,2840.0
Call Jane,2022-10-28,,85157.0,87915.0,71397.0,244469.0,244469.0,2.8708,2.8708,0.8121,1068.0
Camp Hideout,2023-09-15,,158008.0,201309.0,130122.0,489439.0,489439.0,3.0976,3.0976,0.6464,848.0
Candyman,2021-08-27,,9215245.0,7947530.0,4838975.0,22001750.0,22001750.0,2.3875,2.3875,0.6089,3569.0
Captain America: Brave New World,2025-02-14,,40912377.0,27719411.0,20210815.0,88842603.0,88842603.0,2.1715,2.1715,0.7291,4105.0
Carol Doda Topless at the Condor,2024-03-22,,21609.0,14314.0,3524.0,39447.0,39447.0,1.8255,1.8255,0.2462,4.0
"Casanova, Last Love",2021-07-14,,579.0,385.0,876.0,1840.0,1840.0,3.1779,3.1779,2.2753,4.0
Catch the Fair One,2022-02-11,,2195.0,4546.0,1251.0,7992.0,7992.0,3.641,3.641,0.2752,30.0
Caught Stealing,2025-08-29,,3221978.0,2275294.0,2306653.0,7803925.0,7803925.0,2.4221,2.4221,1.0138,3578.0
Centigrade,2020-08-28,,3767.0,1432.0,1281.0,6480.0,6480.0,1.7202,1.7202,0.8946,28.0
ChaO,2026-04-10,,27538.0,23826.0,18890.0,70254.0,70254.0,2.5512,2.5512,0.7928,270.0
Chainsaw Man — The Movie: Reze Arc,2025-10-24,,8520755.0,5316820.0,4193308.0,18030883.0,18030883.0,2.1161,2.1161,0.7887,3003.0
