title,year,numbers_slug,thu_preview,fri,sat,sun,weekend_total_daily,fri_sat_sun_total,fri_to_weekend_mult,fri_sat_sun_mult,sat_to_remaining_mult,opening_rank,opening_theaters,per_theater
Pressure,2026,Pressure-(2026),,,,,,,,,,,,
In the Grey,2026,In-the-Grey-(2026),,1171749.0,1033787.0,721343.0,2926879.0,2926879.0,2.4979,2.4979,1.6978,6,2018.0,581.0
The Lord of the Rings: The Fellowship of the Ring,2026,The-Lord-of-the-Rings-The-Fellowship-of-the-Ring-(2026),,,,,,,,,,,,
Five Nights at Freddy's 2,2026,Five-Nights-at-Freddys-2-(2026),,,,,,,,,,,,
Top Gun/Top Gun: Maverick,2026,Top-Gun/Top-Gun-Maverick-(2026),,,,,,,,,,,,
Animal Farm,2026,Animal-Farm-(2026),,1145988.0,1304466.0,850909.0,3301363.0,3301363.0,2.8808,2.8808,1.6523,6,2600.0,441.0
Normal,2026,Normal-(2026),,,,,,,,,,,,
Return to Silent Hill,2026,Return-to-Silent-Hill-(2026),,,,,,,,,,,,
Is God Is,2026,Is-God-Is-(2026),,849635.0,808981.0,556537.0,2215153.0,2215153.0,2.6072,2.6072,1.6879,10,1510.0,563.0
Is This Thing On?,2026,Is-This-Thing-On-(2026),,,,,,,,,,,,
Deep Water,2026,Deep-Water-(2026),,,,,,,,,,,,
Twenty One Pilots: More Than We Ever Imagined,2026,Twenty-One-Pilots-More-Than-We-Ever-Imagined-(2026),,,,,,,,,,,,
The Lord of the Rings: The Two Towers,2026,The-Lord-of-the-Rings-The-Two-Towers-(2026),,,,,,,,,,,,
Nirvanna: The Band - The Show - The Movie,2026,Nirvanna-The-Band-The-Show-The-Movie-(2026),,,,,,,,,,,,
The Lord of the Rings: The Return of the King,2026,The-Lord-of-the-Rings-The-Return-of-the-King-(2026),,,,,,,,,,,,
The Moment,2026,The-Moment-(2026),,,,,,,,,,,,
Pillion,2026,Pillion-(2026),,,,,,,,,,,,
2026 Oscar Nominated Short Films,2026,2026-Oscar-Nominated-Short-Films-(2026),,,,,,,,,,,,
Exit 8,2026,Exit-8-(2026),,,,,,,,,,,,
We Bury the Dead,2026,We-Bury-the-Dead-(2026),,,,,,,,,,,,
Clika,2026,Clika-(2026),,565934.0,394476.0,300523.0,1260933.0,1260933.0,2.2281,2.2281,1.7618,10,522.0,1084.0
Bendito Corazon,2026,Bendito-Corazon-(2026),,,,,,,,,,,,
The Pout-Pout Fish,2026,The-Pout-Pout-Fish-(2026),,,,,,,,,,,,
Kiki's Delivery Service,2026,Kikis-Delivery-Service-(2026),,,,,,,,,,,,
The Secret Agent,2026,The-Secret-Agent-(2026),,,,,,,,,,,,
Faces of Death,2026,Faces-of-Death-(2026),,884318.0,475927.0,287472.0,1647717.0,1647717.0,1.8633,1.8633,1.604,6,1600.0,553.0
Psycho Killer,2026,Psycho-Killer-(2026),250000.0,728622.0,567228.0,317585.0,1863435.0,1613435.0,2.5575,2.2144,1.5599,8,1100.0,662.0
Mother Mary,2026,Mother-Mary-(2026),,70737.0,55615.0,41711.0,168063.0,168063.0,2.3759,2.3759,1.75,-,5.0,14147.0
Forbidden Fruits,2026,Forbidden-Fruits-(2026),,563644.0,343700.0,264517.0,1171861.0,1171861.0,2.0791,2.0791,1.7696,8,1525.0,370.0
Dead Man's Wire,2026,Dead-Mans-Wire-(2026),,,,,,,,,,,,
Demon Slayer: Kimetsu No Yaiba Infinity Castle,2026,Demon-Slayer-Kimetsu-No-Yaiba-Infinity-Castle-(2026),,,,,,,,,,,,
BTS WORLD TOUR 'ARIRANG' in GOYANG: LIVE VIEWING,2026,BTS-WORLD-TOUR-ARIRANG-in-GOYANG-LIVE-VIEWING-(2026),,,,,,,,,,,,
The Testament of Ann Lee,2026,The-Testament-of-Ann-Lee-(2026),,,,,,,,,,,,
Busboys,2026,Busboys-(2026),,,,,,,,,,,,
Tuner,2026,Tuner-(2026),,49996.0,28713.0,25711.0,104420.0,104420.0,2.0886,2.0886,1.8954,-,4.0,12499.0
Over Your Dead Body,2026,Over-Your-Dead-Body-(2026),,703883.0,424073.0,265400.0,1393356.0,1393356.0,1.9795,1.9795,1.6258,6,1550.0,454.0
2026 Oscar Nominated Short Films: Animation,2026,2026-Oscar-Nominated-Short-Films-Animation-(2026),,,,,,,,,,,,
I Was a Stranger,2026,I-Was-a-Stranger-(2026),,,,,,,,,,,,
Charlie the Wonderdog,2026,Charlie-the-Wonderdog-(2026),,,,,,,,,,,,
The Story of Everything,2026,The-Story-of-Everything-(2026),,,,,,,,,,,,
The Christophers,2026,The-Christophers-(2026),,,,,,,,,,,,
BTS WORLD TOUR 'ARIRANG' in JAPAN: LIVE VIEWING,2026,BTS-WORLD-TOUR-ARIRANG-in-JAPAN-LIVE-VIEWING-(2026),,,,,,,,,,,,
Shrek,2026,Shrek-(2026),,,,,,,,,,,,
Sirat,2026,Sirat-(2026),,,,,,,,,,,,
Blades of the Guardians,2026,Blades-of-the-Guardians-(2026),,,,,,,,,,,,
Dhurandhar,2026,Dhurandhar-(2026),,,,,,,,,,,,
Cold Storage,2026,Cold-Storage-(2026),,288880.0,424545.0,222745.0,936170.0,936170.0,3.2407,3.2407,1.5247,13,278.0,288880.0
Fuze,2026,Fuze-(2026),,,,,,,,,,,,
Bhooth Bangla,2026,Bhooth-Bangla-(2026),,,,,,,,,,,,
Sentimental Value,2026,Sentimental-Value-(2026),,,,,,,,,,,,
That Time I Got Reincarnated as a Slime the Movie: Tears of the Azure Sea,2026,That-Time-I-Got-Reincarnated-as-a-Slime-the-Movie-Tears-of-the-Azure-Sea-(2026),,,,,,,,,,,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2026,Teenage-Mutant-Ninja-Turtles-II-The-Secret-of-the-Ooze-(2026),,417000.0,623000.0,436000.0,1476000.0,1476000.0,3.5396,3.5396,1.6998,9,1372.0,304.0
Beast,2026,Beast-(2026),,,,,,,,,,,,
Protector,2026,Protector-(2026),,251319.0,290490.0,202215.0,744024.0,744024.0,2.9605,2.9605,1.6961,11,250.0,251319.0
A Private Life,2026,A-Private-Life-(2026),,,,,,,,,,,,
One Battle After Another,2026,One-Battle-After-Another-(2026),,,,,,,,,,,,
Rabb Da Radio 3,2026,Rabb-Da-Radio-3-(2026),,,,,,,,,,,,
Uma Musume: Pretty Derby - Beginning of a New Era,2026,Uma-Musume-Pretty-Derby-Beginning-of-a-New-Era-(2026),,,,,,,,,,,,
American Youngboy,2026,American-Youngboy-(2026),,,,,,,,,,,,
The AI Doc: Or How I Became an Apocaloptimist,2026,The-AI-Doc-Or-How-I-Became-an-Apocaloptimist-(2026),,,,,,,,,,,,
Back to the Past,2026,Back-to-the-Past-(2026),,,,,,,,,,,,
Whistle,2026,Whistle-(2026),,,,,,,,,,,,
Drishyam 3,2026,Drishyam-3-(2026),,,,,,,,,,,,
Mobile Suit Gundam Hathaway: The Sorcery of Nymph Circe,2026,Mobile-Suit-Gundam-Hathaway-The-Sorcery-of-Nymph-Circe-(2026),,,,,,,,,,,,
Time Hoppers: The Silk Road,2026,Time-Hoppers-The-Silk-Road-(2026),,,,,,,,,,,,
Karuppu,2026,Karuppu-(2026),,,,,,,,,,,,
Pegasus 3,2026,Pegasus-3-(2026),,,,,,,,,,,,
I Swear,2026,I-Swear-(2026),,,,,,,,,,,,
Kokuho,2026,Kokuho-(2026),,,,,,,,,,,,
Midwinter Break,2026,Midwinter-Break-(2026),,,,,,,,,,,,
The Choral,2026,The-Choral-(2026),,,,,,,,,,,,
Fight Club,2026,Fight-Club-(2026),,,,,,,,,,,,
Slanted,2026,Slanted-(2026),,412974.0,124011.0,88682.0,625667.0,625667.0,1.515,1.515,1.7151,10,588.0,702.0
Arco,2026,Arco-(2026),,,,,,,,,,,,
Father Mother Sister Brother,2026,Father-Mother-Sister-Brother-(2026),,,,,,,,,,,,
The Voice of Hind Rajab,2026,The-Voice-of-Hind-Rajab-(2026),,,,,,,,,,,,
The Mummy Returns,2026,The-Mummy-Returns-(2026),,,,,,,,,,,,
Attack on Titan: The Last Attack,2026,Attack-on-Titan-The-Last-Attack-(2026),,,,,,,,,,,,
Dolly,2026,Dolly-(2026),,236138.0,144574.0,93197.0,473909.0,473909.0,2.0069,2.0069,1.6446,12,810.0,292.0
One Spoon of Chocolate,2026,One-Spoon-of-Chocolate-(2026),,,,,,,,,,,,
Desert Warrior,2026,Desert-Warrior-(2026),,,,,,,,,,,,
Madagascar,2026,Madagascar-(2026),,13947637.0,17858596.0,15418361.0,47224594.0,47224594.0,3.3858,3.3858,1.8634,3,4131.0,3376.0
Stand by Me,2026,Stand-by-Me-(2026),,,,,,,,,,,,
Enhypen: Walk the Line Summer Edition - In Cinemas,2026,Enhypen-Walk-the-Line-Summer-Edition-In-Cinemas-(2026),,,,,,,,,,,,
All You Need Is Kill,2026,All-You-Need-Is-Kill-(2026),,,,,,,,,,,,
MET Opera: Eugene Onegin,2026,MET-Opera-Eugene-Onegin-(2026),,,,,,,,,,,,
Mile End Kicks,2026,Mile-End-Kicks-(2026),,,,,,,,,,,,
Bunny!!,2026,Bunny-(2026),,,,,,,,,,,,
Revolutionary America,2026,Revolutionary-America-(2026),,438385.0,205756.0,,,,,,,12,575.0,438385.0
Standout: The Ben Kjar Story,2026,Standout-The-Ben-Kjar-Story-(2026),,74959.0,63891.0,12125.0,150975.0,150975.0,2.0141,2.0141,1.1898,-,92.0,815.0
The Wizard of the Kremlin,2026,The-Wizard-of-the-Kremlin-(2026),,,,,,,,,,,,
Fantasy Life,2026,Fantasy-Life-(2026),,,,,,,,,,,,
"Steal This Story, Please!",2026,Steal-This-Story-Please-(2026),,,,,,,,,,,,
The Plague,2026,The-Plague-(2026),,,,,,,,,,,,
Palestine 36,2026,Palestine-36-(2026),,,,,,,,,,,,
Hunting Matthew Nichols,2026,Hunting-Matthew-Nichols-(2026),,,,,,,,,,,,
Dacoit: A Love Story,2026,Dacoit-A-Love-Story-(2026),,,,,,,,,,,,
Blue Heron,2026,Blue-Heron-(2026),,,,,,,,,,,,
Eternity,2026,Eternity-(2026),,,,,,,,,,,,
All That's Left of You,2026,All-Thats-Left-of-You-(2026),,,,,,,,,,,,
Youngblood,2026,Youngblood-(2026),,,,,,,,,,,,
Lorne,2026,Lorne-(2026),,105395.0,104930.0,60295.0,270620.0,270620.0,2.5677,2.5677,1.5746,-,414.0,255.0
The Mortuary Assistant,2026,The-Mortuary-Assistant-(2026),,,,,,,,,,,,
Resurrection,2026,Resurrection-(2026),,,,,,,,,,,,
Bonolota Express,2026,Bonolota-Express-(2026),,,,,,,,,,,,
The Revenant,2026,The-Revenant-(2026),,,,,,,,,,,,
Patriot,2026,Patriot-(2026),,,,,,,,,,,,
The Trouble with Terkel,2026,The-Trouble-with-Terkel-(2026),,,,,,,,,,,,
The Silence of the Lambs,2026,The-Silence-of-the-Lambs-(2026),,,,,,,,,,,,
Hard Boiled,2026,Hard-Boiled-(2026),,,,,,,,,,,,
Night Patrol,2026,Night-Patrol-(2026),,118665.0,75444.0,55525.0,249634.0,249634.0,2.1037,2.1037,1.736,-,800.0,148.0
BTS: Yet to Come in Cinemas,2026,BTS-Yet-to-Come-in-Cinemas-(2026),,,,,,,,,,,,
H Is for Hawk,2026,H-Is-for-Hawk-(2026),,,,,,,,,,,,
The Stranger,2026,The-Stranger-(2026),,,,,,,,,,,,
Silent Friend,2026,Silent-Friend-(2026),,,,,,,,,,,,
Aadu 3,2026,Aadu-3-(2026),,,,,,,,,,,,
Bershama,2026,Bershama-(2026),,,,,,,,,,,,
Marc by Sofia,2026,Marc-by-Sofia-(2026),,18578.0,16026.0,13057.0,47661.0,47661.0,2.5655,2.5655,1.8147,-,2.0,9289.0
Vaazha II: Biopic of a Billion Bros,2026,Vaazha-II-Biopic-of-a-Billion-Bros-(2026),,,,,,,,,,,,
The Killer,2026,The-Killer-(2026),,,,,,,,,,,,
Tow,2026,Tow-(2026),,45569.0,47026.0,34966.0,127561.0,127561.0,2.7993,2.7993,1.7435,-,180.0,253.0
Hamlet,2026,Hamlet-(2026),,,,,,,,,,,,
A Poet,2026,A-Poet-(2026),,,,,,,,,,,,
The Chronology of Water,2026,The-Chronology-of-Water-(2026),,,,,,,,,,,,
The Secret World of Arrietty,2026,The-Secret-World-of-Arrietty-(2026),,,,,,,,,,,,
The President's Cake,2026,The-Presidents-Cake-(2026),,,,,,,,,,,,
Mr. Nobody Against Putin,2026,Mr-Nobody-Against-Putin-(2026),,,,,,,,,,,,
Erupcja,2026,Erupcja-(2026),,12380.0,6525.0,6745.0,25650.0,25650.0,2.0719,2.0719,2.0337,-,2.0,6190.0
Cold War 1994,2026,Cold-War-1994-(2026),,,,,,,,,,,,
Raakaasa,2026,Raakaasa-(2026),,,,,,,,,,,,
"Our Hero, Balthazar",2026,Our-Hero-Balthazar-(2026),,,,,,,,,,,,
A Better Tomorrow,2026,A-Better-Tomorrow-(2026),,,,,,,,,,,,
Nuremberg,2026,Nuremberg-(2026),,,,,,,,,,,,
Magellan,2026,Magellan-(2026),,,,,,,,,,,,
Shera,2026,Shera-(2026),,,,,,,,,,,,
Miroirs No. 3,2026,Miroirs-No-3-(2026),,,,,,,,,,,,
Buffalo Kids,2026,Buffalo-Kids-(2026),,,,,,,,,,,,
